"id","企业名称","法定代表人","注册资本","成立日期","核准日期","营业期限","所属省份","所属城市","所属区县","统一社会信用代码","参保人数","企业类型","所属行业","注册地址","经营范围"
"142","锐德（乐清）检测技术有限公司","郝云彬","100万(元)","2022-08-04","2024-01-12","-","浙江省","温州市","乐清市","91330382MA2L7FAB2C","6人","有限责任公司(自然人投资或控股)","专业技术服务业","浙江省温州市乐清市城南街道丹清路3号","许可项目：检验检测服务(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：环境保护监测(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。"
"143","安徽阡陌物业服务集团有限公司","田振雨","3,005万(元)","2007-09-04","2024-03-01","2007-09-04 至 2037-08-30","安徽省","合肥市","蜀山区","91340100666225142U","254人","有限责任公司(自然人投资或控股)","房地产业","安徽省合肥市经济技术开发区宿松路3728号云之谷财创中心B座906","一般项目：物业管理；单位后勤管理服务；专业保洁、清洗、消毒服务；养老服务（居家养老服务）；会议及展览服务；家政服务；园林绿化工程施工；城市绿化管理；水资源管理；建筑物清洁服务；住宅水电安装维护服务；住房租赁；非居住房地产租赁；病人陪护服务；酒店管理；停车场服务；软件开发；日用百货销售；人力资源服务（不含职业中介活动、劳务派遣服务）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：城市生活垃圾经营性服务；餐饮服务；劳务派遣服务；职业中介活动（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"144","广州和时通水生态科技有限公司","高洁","1,001万(元)","2009-11-24","2025-03-03","-","广东省","广州市","番禺区","91440101696940067G","55人","有限责任公司(自然人独资)","研究和试验发展","广州市番禺区石楼镇创启路63号创智26号楼","专用化学产品制造（不含危险化学品）;专用化学产品销售（不含危险化学品）;物联网技术研发;机械设备研发;海上风电相关系统研发;电机及其控制系统研发;计算机软硬件及辅助设备批发;通信设备销售;软件销售;网络技术服务;实验分析仪器销售;光学仪器销售;电子测量仪器销售;地质勘查技术服务;资源循环利用服务技术咨询;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;在线能源监测技术研发;智能控制系统集成;集成电路销售;数据处理和存储支持服务;数据处理服务;国内贸易代理;智能仪器仪表销售;智能仪器仪表制造;仪器仪表修理;仪器仪表制造;仪器仪表销售;信息系统集成服务;机械设备租赁;电子元器件零售;电子元器件批发;雷达及配套设备制造;雷达、无线电导航设备专业修理;计算机及办公设备维修;电子、机械设备维护（不含特种设备）;信息系统运行维护服务;环保咨询服务;导航、测绘、气象及海洋专用仪器制造;导航、测绘、气象及海洋专用仪器销售;海洋气象服务;海洋服务;海洋环境服务;海洋环境监测与探测装备制造;海洋环境监测与探测装备销售;环境保护专用设备制造;环境保护专用设备销售;环境应急检测仪器仪表制造;环境应急检测仪器仪表销售;环境应急技术装备制造;环境应急技术装备销售;环境应急治理服务;环境监测专用仪器仪表制造;环境监测专用仪器仪表销售;生态环境监测及检测仪器仪表销售;生态环境监测及检测仪器仪表制造;水下系统和作业装备销售;水环境污染防治服务;智能水务系统开发;海水淡化处理;水下系统和作业装备制造;水污染治理;水质污染物监测及检测仪器仪表制造;海洋水质与生态环境监测仪器设备销售;水质污染物监测及检测仪器仪表销售;环境保护监测;生态资源监测;水资源管理;海洋工程设计和模块设计制造服务;海洋工程关键配套系统开发;海洋工程装备研发;海洋工程装备制造;海洋工程装备销售;工程管理服务;水利相关咨询服务;水利情报收集服务;水文服务;人工智能应用软件开发;人工智能基础软件开发;软件开发;信息技术咨询服务;集成电路设计;电子产品销售;工程和技术研究和试验发展;建设工程施工;建筑劳务分包;建筑智能化工程施工;"
"145","安徽博微广成信息科技有限公司","郑向宏","2,447.5万(元)","2003-01-16","2021-02-05","2003-01-16 至 2034-01-15","安徽省","合肥市","蜀山区","91340100746754853U","60人","其他有限责任公司","计算机、通信和其他电子设备制造业","安徽省合肥市高新区天智路5号同创科技园3幢3层","音视频产品、嵌入式计算机软硬件产品、微波电子产品、通信设备、计算机系统软件和应用软件、多媒体网络应用产品的开发、生产、销售，技术服务；安全防范工程，灯饰音响工程设计、施工、技术服务；机电产品销售；计算机信息系统集成项目的设计、实施、技术服务。（涉及行政许可的凭许可证经营）"
"146","安徽辰元物业管理有限公司","纪小岗","511.5万(元)","2002-08-01","2024-06-17","-","安徽省","合肥市","庐阳区","9134010074088055X3","498人","有限责任公司(自然人投资或控股)","商务服务业","安徽省合肥市庐阳区寿春路211号","许可项目：餐饮服务；城市生活垃圾经营性服务；房屋建筑和市政基础设施项目工程总承包；劳务派遣服务；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：物业管理；会议及展览服务；工艺美术品及礼仪用品销售（象牙及其制品除外）；住宅水电安装维护服务；住房租赁；机械设备租赁；汽车租赁；办公服务；档案整理服务；数据处理服务；接受金融机构委托从事信息技术和流程外包服务（不含金融信息服务）；园林绿化工程施工；城市绿化管理；环境卫生公共设施安装服务；家具安装和维修服务；花卉绿植租借与代管理；居民日常生活服务；停车场服务；组织文化艺术交流活动；信息系统运行维护服务；计算机及办公设备维修；广告制作；单位后勤管理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"147","神之盾保安集团有限公司","姜吉奎","6,988万(元)","2003-09-26","2024-02-23","2003-09-26 至 2033-09-25","北京市","市辖区","顺义区","911101137546523636","39人","其他有限责任公司","商务服务业","北京市顺义区北务镇政府街9号-458","许可项目：保安服务；劳务派遣服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：安全咨询服务；信息技术咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；消防器材销售；安全技术防范系统设计施工服务；鞋帽零售；日用百货销售；服装辅料销售；信息咨询服务（不含许可类信息咨询服务）；建筑物清洁服务；专业保洁、清洗、消毒服务；家政服务；物业管理；企业管理；企业管理咨询；酒店管理；餐饮管理；停车场服务；铁路运输辅助活动；国内货物运输代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）"
"148","安徽汇迈信息科技有限公司","王希锐","1,008万(元)","2015-10-08","2020-06-29","2015-10-08 至 2045-10-07","安徽省","合肥市","蜀山区","91340100MA2MQ3F220","17人","其他有限责任公司","软件和信息技术服务业","安徽省合肥市高新区望江西路800号创新产业园一期A3-908/909/912","计算机、办公自动化设备、网络通讯系统及软硬件产品的研发、设计、维修、销售及咨询服务；互联网应用产品研发、销售；系统集成；计算机数据分析与处理；图像智能分析与处理；物联网、智能交通、智能建筑、光机电一体化系统及产品研发、设计、销售、施工及服务；公共安全技术防范工程；信息系统安全工程集成及技术服务；计算机软硬件相关培训服务，室内装修工程及机房机电销售和服务，企业管理咨询；日用百货、办公用品、电子产品销售；二类医疗器械销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"149","安徽宇洁汽车服务有限公司","吴腊宁","1,050万(元)","2004-09-07","2022-03-01","2004-09-07 至 2034-09-06","安徽省","合肥市","包河区","91340100766852303J","89人","有限责任公司(自然人投资或控股)","居民服务业","合肥市包河区水阳江路与杏花村路交口南二楼（整层）","汽车租赁；汽车代驾；市际旅游客运；县际包车客运；网络预约出租车经营；道路普通货运；汽车销售；汽车配件销售；会务服务；婚庆礼仪；二手车中介；商务信息服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"150","北京人天书店集团股份有限公司","邹进","10,000万(元)","1998-03-31","2024-03-05","-","北京市","市辖区","丰台区","911101066337430314","438人","其他股份有限公司(非上市)","零售业","北京市丰台区晓月中路15号院1号楼","许可项目：出版物批发；出版物零售；出版物互联网销售；道路货物运输（不含危险货物）；食品销售；餐饮服务；住宿服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：家具销售；机械设备销售；电气设备销售；家用电器销售；文具用品零售；体育用品及器材零售；办公用品销售；日用百货销售；纸制品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；计算机系统服务；数据处理服务；会议及展览服务；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；货物进出口；承包或接受委托经营管理企业（限外国（地区）企业在中国境内从事生产经营活动）；物业管理；非居住房地产租赁；组织文化艺术交流活动；企业形象策划；市场营销策划；咨询策划服务；劳务服务（不含劳务派遣）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）"
"151","安徽和润智能工程有限公司","胡杰","1,008万(元)","2012-03-16","2016-10-24","-","安徽省","合肥市","庐阳区","91340100592663966L","16人","有限责任公司(自然人投资或控股)","土木工程建筑业","安徽省合肥市庐阳区濉溪路168号新天地广场8-2201室","市政工程技术咨询；装饰装修工程；消防工程；安防工程；环保工程；合同能源管理；建筑智能化工程设计与施工；音视频智能系统集成工程；计算机信息系统集成工程；安全技术防范工程；照明音响灯光工程；多媒体教室、会议室、电子考场设计、施工、安装、维修、技术服务；信息技术外包服务；信息系统软件开发、销售；计算机电子通讯产品、机电产品、仪器仪表、办公自动化设备、家用电器销售；相关的技术咨询和技术服务。（以上范围涉及行政许可和资质的凭许可证和资质证在核定范围内经营）"
"152","时代新媒体出版社有限责任公司","田龙","5,000万(元)","1999-08-09","2024-11-14","-","安徽省","合肥市","蜀山区","91340000485005300A","37人","有限责任公司(非自然人投资或控股的法人独资)","新闻和出版业","安徽省合肥市政务文化新区翡翠路1118号","许可项目：网络出版物出版；音像制品出版；电子出版物出版；广播电视节目制作经营；网络文化经营；第二类增值电信业务；出版物批发；出版物零售；互联网信息服务；互联网游戏服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：软件开发；网络技术服务；信息系统集成服务；广告设计、代理；广告发布；广告制作；教育咨询服务（不含涉许可审批的教育培训活动）；教学专用仪器销售；教学用模型及教具销售；单用途商业预付卡代理销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"153","中国移动通信集团安徽有限公司","吕宗英","409,949.55万(元)","2002-01-30","2024-10-22","2002-01-30 至 2052-01-30","安徽省","合肥市","蜀山区","91340000738938329N","13320人","有限责任公司(非自然人投资或控股的法人独资)","电信、广播电视和卫星传输服务","安徽省合肥市黄山路609号","按照《基础电信业务经营许可证》、《增值电信业务经营许可证》上载明的内容经营基础电信业务和增值电信业务；经营移动通信业务(包括语音、数据、多媒体等)；IP电话及互联网接入服务；从事移动通信、IP电话和互联网等网络设计、投资和建设；移动通信、IP电话和互联网等设施的安装、工程施工和维修；经营与移动通信、IP电话和互联网业务相关的系统集成、漫游结算清算、技术开发、技术服务、设备销售等；出售、出租移动电话终端设备、IP电话设备、互联网设备及其配件，并提供售后服务;设计、制作广告，利用自有媒体发布广告；代收水、电、气、热、公共交通、广播电视等公用事业费用；代办铁通公司客户入网及收费业务。"
