"titile","link","type","content","source","province","city","dictrict","data","Proj No.","Proj Name","Purchase","Bidding","Bid Amount"
"福建省妇幼保健院磁盘阵列扩容采购项目结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745374.jhtml","结果公告","1、项目名称：福建省妇幼保健院磁盘阵列扩容采购项目2、项目编号：[3500]FJGGZY[GK]20190053、采购人名称：福建省妇幼保健院 地址：福州市鼓楼区道山路18号 项目负责人：王琦 联系电话：875609344、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼10层 评审部经办人：张晓 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部联系人：林女士 电话：0591-87803032 交易监督部联系人：郑女士 电话：0591-875133215、招标公告日期：2019-01-256、招标结果确定日期：2019-02-227、资格性及符合性审查情况：至投标截止时间2019年02月21日09:00，共有3家投标人递交了投标文件。开标阶段:福州同力科技开发有限公司所递交CA无法解密，系统显示为“解密失败，请确保使用的是制作投标文件时使用的CA-KEY”，经确认该投标人确实提供错误的CA，因此福州同力科技开发有限公司无法正常解密投标文件，视为无效投标；福建三体星云信息科技有限公司所递交CA解密时，系统显示“口令不正确”，经确认该投标人未将其CA系统更新到最新版本，导致系统无法识别密码解密文件，因此福建三体星云信息科技有限公司无法正常解密投标文件，视为无效投标。至此，本项目有效投标人不足3家，根据政府采购法相关法律法规及招标文件规定，本项目本次采购程序终止。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 本项目有效投标人不足3家，根据政府采购法相关法律法规及招标文件规定，本项目本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年02月22日","政府采购","福建省","福州市","鼓楼区","2019/2/22","[3500]FJGGZY[GK]2019005","福建省妇幼保健院磁盘阵列扩容采购项目","福建省妇幼保健院","0","0"
"福建农林大学福建农林大学金山校区公共教室空调采购安装结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745373.jhtml","结果公告","1、项目名称：福建农林大学福建农林大学金山校区公共教室空调采购安装2、项目编号：[3500]FJGGZY[GK]20180903、采购人名称：福建农林大学 地址：福州市仓山区上下店路15号 项目负责人：廖老师 联系电话：837892554、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼10层 评审部经办人：肖广勤 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部联系人:张先生电话：0591-87838013,交易监督部联系人：肖女士电话：0591-87767795.5、招标公告日期：2018-12-286、招标结果确定日期：2019-02-227、资格性及符合性审查情况：本项目共有福建德易诚实业有限公司、福建凉友制冷设备有限公司、福建儒鼎消防工程有限公司、福建星鑫制冷设备有限公司、福州华众机电设备有限公司、福建富源鸿大机电设备工程有限公司等6家投标人在规定的时间内递交了投标文件。该6家投标人均通过了资格性和符合性审查审查。本项目采用综合评分法 ，各有效投标人的最后总得分结果如下： 福建凉友制冷设备有限公司得分93.91分； 福建富源鸿大机电设备工程有限公司得分92.68分； 福建星鑫制冷设备有限公司得分84.54分； 福建德易诚实业有限公司得分75.64分； 福州华众机电设备有限公司得分70.12分； 福建儒鼎消防工程有限公司得分64.02分。 8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 空调机组 美的 详见投标文件 1 10158898元 10158898元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福建凉友制冷设备有限公司 中标供应商地址 福州市杨桥东路宏杨新城2号楼4层 中标金额 10158898.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无11、评标委员会成员名单 采购人代表：廖文全 (包1) 评审专家：严起武,陈晓英,周景亮,李燕平,白玉山,高艳萍12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年02月22日","政府采购","福建省","福州市","仓山区","2019/2/22","[3500]FJGGZY[GK]2018090","福建农林大学福建农林大学金山校区公共教室空调采购安装","福建农林大学","福建凉友制冷设备有限公司 ","10158898"
"福建省第二高级技工学校实训室和综合大教室LED显示屏采购结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745372.jhtml","结果公告","1、项目名称：福建省第二高级技工学校实训室和综合大教室LED显示屏采购2、项目编号：[3500]FJGGZY[GK]20190023、采购人名称：福建省第二高级技工学校 地址：福州市仓山区首山村1号 项目负责人：刘老师 联系电话：0591835112764、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼10层 评审部经办人：张晓 0591-87819301 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请咨询：请加供应商QQ群咨询：597012779（群号）或拨打400-877-1666热线咨询；交易受理部联系人:黄先生电话：0591-87819300,交易监督部联系人：肖女士电话：0591-87767795.5、招标公告日期：2019-01-076、招标结果确定日期：2019-01-297、资格性及符合性审查情况：本项目共有福州众拓智慧信息科技有限公司、厦门春水秋山教学设备有限公司、福州旺隆信息科技有限公司等3家投标人递交投标文件。在资格性审查阶段，该3家投标人所提供投标文件均未提供“所投品目号1-1LED显示屏产品生产制造商在中国质量认证中心官网（ http://www.cqc.com.cn/www/chinese/）上CCC证书查询网页所在页面的完整打印件，投标截止当日须在认证有效期内，请标明LED设备厂商在上述页面的具体位置并加盖投标人公章”，未对招标文件第四章第一大点资格性审查要求1.3（2）②进行响应。经资格审查小组讨论，确认该3家投标人未按招标文件规定，未对招标文件进行实质性响应，该3家投标人均未通过资格性审查。 因此，本项目有效投标人不足3家，根据政府采购法相关法律法规以及招标文件规定，本项目本次采购程序终止。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 本项目有效投标人不足3家，根据政府采购法相关法律法规以及招标文件规定，本项目本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月30日","政府采购","福建省","福州市","仓山区","2019/1/30","[3500]FJGGZY[GK]2019002","福建省第二高级技工学校实训室和综合大教室LED显示屏采购","福建省第二高级技工学校","0","0"
"福建省司法厅戒毒管理局视频会议及视频点名系统工程结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745371.jhtml","结果公告","1、项目名称：福建省司法厅戒毒管理局视频会议及视频点名系统工程2、项目编号：[3500]FJGGZY[GK]2018080-13、采购人名称：福建省司法厅戒毒管理局 地址：福建省福州市晋安区前岐路17号 项目负责人：许剑 联系电话：0591873322544、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼10层 评审部经办人：秦先生 0591-87669218 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请咨询：请加供应商QQ群咨询：597012779（群号）或拨打400-877-1666热线咨询；交易受理部联系人:黄先生电话：0591-87819300,交易监督部联系人：肖女士电话：0591-87767795.5、招标公告日期：2019-01-036、招标结果确定日期：2019-01-287、资格性及符合性审查情况：本项目共有福建广电网络实业发展有限公司、福州榕信通电子认证中心有限公司、福州盛威办公设备有限公司、福建冠盛信息技术有限公司等4家投标人在规定的时间内递交了投标文件。该4家投标人均通过了资格性审查和符合性审查。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 视频会议多点控制器 科达 JD2000-L 1 238500元 238500元 1 1-2 其他视频会议系统设备 科达 VRS2100 1 87800元 87800元 1 1-3 视频会议会议室终端 科达 H800-B 2 59400元 118800元 1 1-4 视频会议会议室终端 科达 H700-B 10 54000元 540000元 1 1-5 其他视频会议系统设备 科达 MOON50-1080P30 24 20000元 480000元 1 1-6 其他视频会议系统设备 科达 TrueVixon 300D 14 3500元 49000元 1 1-7 其他视频会议系统设备 国产 定制 11 7500元 82500元 1 1-8 其他视频会议系统设备 国产 定制 1 1100元 1100元 1 1-9 视频会议会议室终端 赣玛 GM-DM215 11 9500元 104500元 1 1-10 其他视频会议系统设备 赣玛 GM-5X1080 11 2400元 26400元 1 1-11 其他视频会议系统设备 赣玛 GM-DM8 11 1500元 16500元 1 1-12 其他视频会议系统设备 漫步者 R201T08 11 800元 8800元 1 1-13 视频会议控制台 赣玛 点名系统数据展现模块 1 58100元 58100元 1 1-14 视频会议多点控制器 赣玛 GM-DM08F 1 78000元 78000元 1 1-15 其他视频会议系统设备 晶彩光电 P4.75 1 47800元 47800元 1 1-16 其他视频会议系统设备 国产 定制 11 1900元 20900元 1 1-17 其他视频会议系统设备 国产 定制 11 1900元 20900元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福建广电网络实业发展有限公司 中标供应商地址 福建省福州市鼓楼区五四路158号环球广场25层 中标金额 1979600.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：许剑 (包1) 评审专家：姚升耀,林冠百,李岩,滕玉燕12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月28日","政府采购","福建省","福州市","晋安区","2019/1/28","[3500]FJGGZY[GK]2018080-1","福建省司法厅戒毒管理局视频会议及视频点名系统工程","福建省司法厅戒毒管理局","福建广电网络实业发展有限公司 ","1979600"
"福建师范大学信息化基础支撑能力平台节点服务器采购结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745370.jhtml","结果公告","1、项目名称：福建师范大学信息化基础支撑能力平台节点服务器采购2、项目编号：[3500]FJGGZY[GK]20180923、采购人名称：福建师范大学 地址：福建省福州市仓山区上三路8号 项目负责人：叶周锋 联系电话：199069369814、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼 评审部经办人：肖广勤 0591-87819301 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部制作招标文件联系人电话：0591-87803032，87838013，交易监督部联系人：肖女士 电话：0591-87767795。5、招标公告日期：2019-01-036、招标结果确定日期：2019-01-257、资格性及符合性审查情况：至提交投标文件截止时间，投标人不足三家，本次采购程序终止。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 至提交投标文件截止时间，投标人不足三家，本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月25日","政府采购","福建省","福州市","仓山区","2019/1/25","[3500]FJGGZY[GK]2018092","福建师范大学信息化基础支撑能力平台节点服务器采购","福建师范大学","0","0"
"福建农林大学微软正版软件结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745369.jhtml","结果公告","1、项目名称：福建农林大学微软正版软件2、项目编号：[3500]FJGGZY[DY]20190013、采购人名称：福建农林大学 地址：福州市仓山区上下店路15号 项目负责人：王老师 联系电话：137993028784、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼10层 经办人：秦先生 0591-87669218 联系电话：注册、报名请按“福建省政府采购网”首页服务专区中“供应商操作手册及相关软件下载”的规定操作。如有疑问请拨打400-877-1666热线咨询； 交易受理部联系人:黄先生 电话：0591-87838013,交易监督部联系人：郑女士 电话：0591-875133215、采购公告日期：2019-01-116、采购结果确定日期：2019-01-227、资格性及符合性审查情况：协商小组成员按照单一来源采购文件规定，首先对响应文件的资格进行审查，确认该供应商通过资格性审查；随后，协商小组成员又对响应文件的技术商务部分进行审查，确认该供应商通过符合性审查。8、成交情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 操作系统 微软 操作系统：Windows 系列当前最新版本及以下所有版本；办公软件：Office 系列当前最新版本及以下所有版本 3 280000元 840000元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 赛尔网络有限公司 中标供应商地址 北京海淀区中关村东路1号院清华科技园8号楼B座赛尔大厦 中标金额 840000.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、协商小组成员名单 采购人代表：王坤 (包1) 评审专家：夏忠朝,董心文12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月23日","政府采购","福建省","福州市","仓山区","2019/1/23","[3500]FJGGZY[DY]2019001","福建农林大学微软正版软件","福建农林大学","赛尔网络有限公司 ","840000"
"福建工程学院计算机设备采购结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745368.jhtml","结果公告","1、项目名称：福建工程学院计算机设备采购2、项目编号：[3500]FJGGZY[GK]20180873、采购人名称：福建工程学院 地址：福州市闽侯上街大学城学园路3号 项目负责人：赵颖 联系电话：228639194、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼 评审部经办人：张晓 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部制作招标文件联系人电话：0591-87803032，87838013，交易监督部联系人：肖女士 电话：0591-87767795。5、招标公告日期：2018-12-296、招标结果确定日期：2019-01-217、资格性及符合性审查情况：符合性审查阶段： 合同包1：共有3家投标人，其中，福州金石永年贸易有限公司所提供投标文件商务部分“售后服务”中故障响应时间为4小时，与招标文件规定的“响应时间≤2小时”不符合；另外该投标人未提供“售后服务”中“6、技术资料要求”所有内容。根据招标文件第五章规定，经评委会讨论，确认该投标人未对招标文件进行实质性响应，所提供投标文件不符合招标文件规定， 符合性审查不通过。 因此，本合同包有效投标人不足3家，根据政府采购法律法规以及招标文件规定，本合同包本次采购程序终止。 合同包2：共有3家投标人，其中，福州航瑞通信息科技有限公司所提供投标文件商务部分未提供“是否收取履约保证金”的相关内容，根据招标文件第五章规定，经评委会讨论，确认该投标人未对招标文件进行实质性响应，所提供投标文件不符合招标文件规定， 符合性审查不通过。 福州夏威办公设备有限公司所提供投标文件商务部分未提供“是否收取履约保证金”的相关内容，根据招标文件第五章规定，经评委会讨论，确认该投标人未对招标文件进行实质性响应，所提供投标文件不符合招标文件规定， 符合性审查不通过。 因此，本合同包有效投标人不足3家，根据政府采购法律法规以及招标文件规定，本合同包本次采购程序终止。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 本合同包有效投标人不足3家，根据政府采购法律法规以及招标文件规定，本合同包本次采购程序终止。 包2 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 2 本合同包有效投标人不足3家，根据政府采购法律法规以及招标文件规定，本合同包本次采购程序终止。 包3 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 3 至投标文件截止时间止，无供应商递交投标文件，因此投标人不足3家，根据政府采购相关法律法规以及招标文件规定，本合同包本次采购程序终止。 包4 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 4 4-1 台式计算机 联想 主机：启天M425-D193; 显示器：T2224rF 10 6410元 64100元 4 4-2 台式计算机 戴尔 主机：ChengMing 3980 Tower 231610；显示器：E2417H 15 6490元 97350元 4 4-3 台式计算机 联想 主机：ThinkCentre M 720t-D4；显示器：T2224rF 10 9870元 98700元 4 4-4 台式计算机 联想 主机：启天M425-D318；显示器：TE21-10 10 6930元 69300元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福州迈点贸易有限公司 中标供应商地址 福建省福州市鼓楼区六一北路587号小桥新苑1座1612室 中标金额 329450.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：唐郑熠 (包1;包2;包4) 评审专家：严志业,肖奇松,陈榕,林文杰12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月22日","政府采购","福建省","福州市","闽侯县","2019/1/22","[3500]FJGGZY[GK]2018087","福建工程学院计算机设备采购","福建工程学院","福州迈点贸易有限公司 ","329450"
"福建省海洋预报台UPS电池采购及设备间改造结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745367.jhtml","结果公告","1、项目名称：福建省海洋预报台UPS电池采购及设备间改造2、项目编号：[3500]FJGGZY[GK]20180883、采购人名称：福建省海洋预报台 地址：福州市鼓楼区冶山路26号5座办公楼 项目负责人：董鸣杰 联系电话：137999575914、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼10层 评审部经办人：陈捷 0591-87848985 联系电话：注册、报名请按“福建省政府采购网”首页服务专区中“供应商操作手册及相关软件下载”的规定操作。如有疑问请拨打400-877-1666热线咨询； 交易受理部联系人:黄先生 电话：0591-87838013,交易监督部联系人：郑女士 电话：0591-875133215、招标公告日期：2018-12-286、招标结果确定日期：2019-01-177、资格性及符合性审查情况：本项目共有福建航天信息科技有限公司、福建南方伟联信息技术有限公司、福州中兴源电子有限公司等3家投标人在规定的时间内递交了投标文件。该3家投标人递交的投标文件均符合招标文件规定，通过了资格性及符合性审查。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 不间断电源（UPS） 安第斯 FM-120 1 587660元 587660元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福建航天信息科技有限公司 中标供应商地址 福州市鼓楼区铜盘路软件大道89号福州软件园G区18号楼3、4层 中标金额 587660.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：董鸣杰 (包1) 评审专家：郑桂芳,张挺,王榕生,梁莹12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月17日","政府采购","福建省","福州市","鼓楼区","2019/1/17","[3500]FJGGZY[GK]2018088","福建省海洋预报台UPS电池采购及设备间改造","福建省海洋预报台","福建航天信息科技有限公司 ","587660"
"福建省肿瘤医院中心机房系统存储扩容及改造项目结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745366.jhtml","结果公告","1、项目名称：福建省肿瘤医院中心机房系统存储扩容及改造项目2、项目编号：[3500]FJGGZY[GK]20180913、采购人名称：福建省肿瘤医院 地址：福州市福马路420号 项目负责人：何苏岗 联系电话：135093841014、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼10层 评审部经办人：肖广勤 0591-87819301 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部联系人：林女士 电话：0591-87803032 交易监督部联系人：郑女士 电话：0591-875133215、招标公告日期：2018-12-266、招标结果确定日期：2019-01-167、资格性及符合性审查情况：本项目共有福州联动网络科技有限公司、福建省闽卓信息科技有限公司、福州索而达信息系统有限公司、福州新野计算机有限公司等4家投标人在规定的时间内递交了投标文件。该4家投标人均通过了资格性审查和符合性审查。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 磁盘阵列 EMC VNX5600 2 195000元 390000元 1 1-2 磁盘阵列 EMC VNX5400 1 194000元 194000元 1 1-3 服务器 HPE Synergy 480 Gen10 2 97000元 194000元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福建省闽卓信息科技有限公司 中标供应商地址 平潭县北厝镇金井湾二路台湾创业园20号楼一层B区 中标金额 778000.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：金山 (包1) 评审专家：陈明,张冬,陈文钦,赖瑞龙12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月17日","政府采购","福建省","福州市","0","2019/1/17","[3500]FJGGZY[GK]2018091","福建省肿瘤医院中心机房系统存储扩容及改造项目","福建省肿瘤医院","福建省闽卓信息科技有限公司 ","778000"
"福建省地质医院医疗救护车结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745365.jhtml","结果公告","1、项目名称：福建省地质医院医疗救护车2、项目编号：[3500]FJGGZY[DY]2018007-13、采购人名称：福建省地质医院 地址：福州市仓山区城门黄山 项目负责人：钟美昌 联系电话：131076926174、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼10层 经办人：秦先生 0591-87848985 联系电话：注册、报名请按“福建省政府采购网”首页服务专区中“供应商操作手册及相关软件下载”的规定操作。如有疑问请拨打400-877-1666热线咨询； 交易受理部联系人:黄先生 电话：0591-87838013,交易监督部联系人：郑女士 电话：0591-875133215、采购公告日期：2019-01-096、采购结果确定日期：2019-01-157、资格性及符合性审查情况：协商小组成员按照单一来源采购文件规定，首先对响应文件的资格进行审查，确认该供应商通过资格性审查；随后，协商小组成员又对响应文件的技术商务部分进行审查，确认该供应商通过符合性审查。 8、成交情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 医疗车 广通客车牌 GPY5032XJHSHTBO 1 510000元 510000元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福州顺森专用车有限公司 中标供应商地址 福建省福州市闽侯县青口镇青口投资区陶精（福建）实业有限公司D号厂房 中标金额 510000.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、协商小组成员名单 采购人代表：张世花01 (包1) 评审专家：张宁,陈哲和12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月16日","政府采购","福建省","福州市","仓山区","2019/1/16","[3500]FJGGZY[DY]2018007-1","福建省地质医院医疗救护车","福建省地质医院","福州顺森专用车有限公司 ","510000"
"福建省产品质量检验研究院户外高清LED彩屏系统标前更正公告","https://fjggzyjy.cn:443/zfcgzbcgbcgg/744634.jhtml","更正公告","1、原公告项目名称：福建省产品质量检验研究院户外高清LED彩屏系统2、原公告项目编号：[3500]FJGGZY[GK]20180863、首次公告日期：2018-12-294、更正（补充）事项及内容：根据采购人书面来函，本项目采购需求需进行重大调整，因此中止该项目的采购活动。5、采购人名称:福建省产品质量检验研究院 地址：福州市鼓楼区西门外山头角121号 项目负责人：张先生 联系电话：137993954696、代 理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼10层 项目负责人：详见以下 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部联系人: 陈女士 电话：0591-87879853,交易监督部联系人：郑女士电话：0591-87513321. 福建省公共资源交易中心 发布日期","政府采购","福建省","福州市","鼓楼区","2019/1/10","[3500]FJGGZY[GK]2018086","福建省产品质量检验研究院户外高清LED彩屏系统","福建省产品质量检验研究院","0","0"
"福建工程学院设计创新实验与实训教学平台及计算机设备采购结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745364.jhtml","结果公告","1、项目名称：福建工程学院设计创新实验与实训教学平台及计算机设备采购2、项目编号：[3500]FJGGZY[GK]2018069-13、采购人名称：福建工程学院 地址：福州市闽侯上街大学城学园路3号 项目负责人：赵颖 联系电话：133384215604、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼10层 评审部经办人：陈捷 0591-87848985 联系电话：注册、报名请按下载专区中“政府采购网上信息公开信息系统操作手册及相关软件下载”规定操作。如有疑问请拨打400-877-1666热线咨询；交易受理部联系人：林女士 电话：0591-87803032 交易监督部联系人：郑女士 电话：0591-875133215、招标公告日期：2018-12-176、招标结果确定日期：2019-01-097、资格性及符合性审查情况：本项目共有福建神州腾云教育科技有限公司、福建省大恒新纪元工程技术有限公司、福建网罗数码科技有限公司等3家投标人在规定的时间内递交了投标文件。其中福建网罗数码科技有限公司所提交的投标文件中资格性响应文件均未加盖电子公章，未通过资格性审查。本项目有效投标人不足三家，本次采购程序终止。8、中标情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 本项目有效投标人不足三家，本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月09日","政府采购","福建省","福州市","闽侯县","2019/1/9","[3500]FJGGZY[GK]2018069-1","福建工程学院设计创新实验与实训教学平台及计算机设备采购","福建工程学院","0","0"
"福建省地质医院医疗救护车结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745363.jhtml","结果公告","1、项目名称：福建省地质医院医疗救护车2、项目编号：[3500]FJGGZY[DY]20180073、采购人名称：福建省地质医院 地址：福州市仓山区城门黄山 项目负责人：钟美昌 联系电话：131076926174、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼10层 经办人：秦先生 0591-87669218 联系电话：注册、报名请按“福建省政府采购网”首页服务专区中“供应商操作手册及相关软件下载”的规定操作。如有疑问请拨打400-877-1666热线咨询； 交易受理部联系人:黄先生 电话：0591-87838013,交易监督部联系人：郑女士 电话：0591-875133215、采购公告日期：2018-12-256、采购结果确定日期：2019-01-027、资格性及符合性审查情况：协商小组成员按照单一来源采购文件规定，首先对响应文件的资格进行审查，确认该供应商通过资格性审查。随后，协商小组成员又对响应文件的技术商务部分进行审查，福州顺森专用车有限公司提供的响应文件中技术参数与配置要求中（一）车辆技术参数第17项座位数6人和（六）医疗舱内装置第22项免洗消毒液卡扣、第23项雨伞架、第24项医疗舱功能区域标识贴未响应采购文件要求，不通过符合性审查。因此，本项目采购程序终止。8、成交情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 福州顺森专用车有限公司未通过符合性审查，本项目采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、协商小组成员名单 采购人代表：张世花01 (包1) 评审专家：黄丹旗,林绍义12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月02日","政府采购","福建省","福州市","仓山区","2019/1/2","[3500]FJGGZY[DY]2018007","福建省地质医院医疗救护车","福建省地质医院","0","0"
"福建省水利厅防汛应急保障车辆结果公告","https://fjggzyjy.cn:443/zfcgzbcgjggg/745362.jhtml","结果公告","1、项目名称：福建省水利厅防汛应急保障车辆2、项目编号：[3500]FJGGZY[DY]20180063、采购人名称：福建省水利厅 地址：福州市东大路229号水利水电大厦 项目负责人：陈黔 联系电话：876675214、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼10层 经办人：张晓 联系电话：注册、报名请按“福建省政府采购网”首页服务专区中“供应商操作手册及相关软件下载”的规定操作。如有疑问请拨打400-877-1666热线咨询； 交易受理部联系人:黄先生 电话：0591-87838013,交易监督部联系人：郑女士 电话：0591-875133215、采购公告日期：2018-12-206、采购结果确定日期：2018-12-297、资格性及符合性审查情况：无8、成交情况： 包1 合同包 品目号 品目名称 品牌 规格型号 数量 单价 总价 1 1-1 越野车 一汽丰田 普拉多3.5L VX NAVI 后挂备胎版(丰田SCT6487GR)) 2 619800元 1239600元 服务要求或标的的基本概况 详见投标文件 中标供应商名称 福州玖玖丰田汽车销售服务有限公司 中标供应商地址 福州市马尾区江滨东大道118号 中标金额 1239600.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、协商小组成员名单 采购人代表：方传棋 (包1) 评审专家：杨一南,吴苏宁,林金清,柯志中12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年01月02日","政府采购","福建省","福州市","0","2019/1/2","[3500]FJGGZY[DY]2018006","福建省水利厅防汛应急保障车辆","福建省水利厅","福州玖玖丰田汽车销售服务有限公司 ","1239600"
