"id","company_name","company_type","business_status","establishment_date","approval_date","legal_representative","registered_capital","company_size","business_scope","registered_address","business_term","source","taxpayer_identification_number","business_registration_number","organization_code","contact_phone","email","taxpayer_qualification","province","city","district","website_link","industry"
"410","安徽辉满园蔬菜批发有限公司","有限责任公司(自然人投资或控股)","存续","6/8/2019","13/7/2022","郑义","5000000",,"蔬菜、农副产品销售；农产品种植；农业科技领域内的技术研发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区周谷堆大兴农产品国际物流园内蔬菜交易中心A15幢22-23号","2019-08-06至2049-08-05","马克数据网","91340102MA2U06N27F","340102000229299","MA2U06N2-7","13956958778;18133604289","2438103794@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"411","合肥市舒富菌业有限公司","有限责任公司(自然人独资)","存续","23/2/2021","23/2/2021","韦信解","2000000",,"蔬菜、水果、食用菌批发及零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇百大周谷堆粮油冷冻区a11_23 24","2021-02-23至无固定期限","马克数据网","91340102MA2WQ17K2L","340102000398746","MA2WQ17K-2","18956003112","18956003112@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"412","合肥果斋轩果品销售有限公司","有限责任公司(自然人独资)","存续","11/5/2015","20/10/2020","齐司丽","5500000",,"果品、蔬菜批发（含互联网批发）；干鲜果品市场管理服务；预包装食品批发兼零售（含网上）；梨种植；桃种植；葡萄种植；农业园区管理服务；农业技术开发、技术咨询、技术交流、技术转让、技术推广、技术服务；农业种植采摘观光、农事体验活动；农作物病虫害防治服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区濉溪路嘉华中心A楼102商2","2015-05-11至2045-05-10","马克数据网","91340100336816927D","340100001250213","33681692-7","13855193287;13965033219;18095659391;18155152212;19965424365","416962653@qq.com|747423026@qq.com|2510944514@qq.com|286268716@qq.com|1051082105@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"413","合肥市瑶海区家有鲜花店","个体工商户","存续","17/1/2020","17/1/2020","杨侠",,,"其他日用品零售；鲜花批发；礼品鲜花零售；鲜花批发（含互联网批发）；鲜花礼品批发（含互联网批发）；婚庆礼仪服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区圣地雅阁永辉超市一楼1061","2020-01-17至无固定期限","马克数据网","92340102MA2UGH1F08","340102601089606","MA2UGH1F-0","18326163990",,,"安徽省","合肥市","瑶海区",,"农业"
"414","合肥何仕菌菇研究所","个体工商户","注销","2/4/2004","20/12/2022","何东","30000",,"食用菌推广 生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区城东乡七东村三塘组","2004-04-02至2014-03-23","马克数据网","92340102MA2PAT2W1N","340102600097405","MA2PAT2W-1","0551-65602711;13866145138",,,"安徽省","合肥市","瑶海区",,"农业"
"415","合肥市瑶海区中鸣农产品经营部","个体工商户","存续","2/12/2020","2/12/2020","俞中明",,,"果品、蔬菜批发；苗木种植；桃种植；贡梨种植；蔬菜、水果罐头制造；果品、蔬菜零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区当涂路310号7-8栋106室","2020-12-02至无固定期限","马克数据网","92340102MA2WG6WN5B","340102601252260","MA2WG6WN-5","17718104394",,,"安徽省","合肥市","瑶海区",,"农业"
"416","刘自宽","个体工商户","吊销，未注销","11/5/2007","13/11/2013","刘自宽",,,"食用菌销售","安徽省合肥市恒通市场中路52号","2007-05-11至无固定期限","马克数据网",,"340102600097317",,,,,"安徽省","合肥市","瑶海区",,"农业"
"417","合肥守润农产品销售有限公司","有限责任公司(自然人独资)","存续","15/5/2020","15/5/2020","宁晓宇","1000000",,"农产品种植；农产品销售；果品、蔬菜批发；果品、蔬菜零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴周谷堆农产品国际物流园内蔬菜交易中心A6栋18号仓","2020-05-15至2050-05-15","马克数据网","91340102MA2URNPG8U","340102000315393","MA2URNPG-8","13956958778;18133604289","2438103794@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"418","合肥市瑶海区拓联种植农场","个体工商户","存续","29/3/2023","29/3/2023","柯章东",,,"一般项目：谷物种植；豆类种植；油料种植；棉花种植；薯类种植；麻类作物种植（不含大麻）；蔬菜种植；水果种植；坚果种植；橡胶作物种植；竹种植；水生植物种植；花卉种植（除中国稀有和特有的珍贵优良品种）；水果种植（除中国稀有和特有的珍贵优良品种）；蔬菜种植（除中国稀有和特有的珍贵优良品种）；园艺产品种植（除中国稀有和特有的珍贵优良品种）；谷物种植（除中国稀有和特有的珍贵优良品种）；草种植（除中国稀有和特有的珍贵优良品种）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区当涂路江晨园A4幢203室","2023-03-29至无固定期限","马克数据网","92340102MA8Q8NE6X6","340102601774138","MA8Q8NE6-X",,,,"安徽省","合肥市","瑶海区",,"农业"
"419","合肥艺雅堂胎菊有限公司","有限责任公司(自然人独资)","注销","31/12/2013","9/10/2021","赵保水","100000",,"胎菊种植、批发、零售；农产品、中药材原料、大棚蔬菜种植；农林休闲观光服务。（以上范围除专项许可项目）","安徽省合肥市新站区瑶海社区勤居苑C3-405号","2013-12-31至2033-12-30","马克数据网","91340100087581425K","340108000113591","08758142-5","18955191252","1843402467@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"420","合肥一筐农业有限公司","有限责任公司(自然人投资或控股)","存续","15/8/2022","29/8/2022","陈典典","100000",,"一般项目：蔬菜种植；农产品的生产、销售、加工、运输、贮藏及其他相关服务；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；新鲜蔬菜批发；新鲜水果批发；食用农产品批发；农副产品销售；初级农产品收购；食用农产品初加工；鲜肉批发；鲜蛋批发；水产品批发；食品添加剂销售；谷物销售；豆及薯类销售；日用百货销售；劳动保护用品销售；个人卫生用品销售；厨具卫具及日用杂品批发；日用品销售；日用杂品销售；集贸市场管理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售；酒类经营；水产养殖；动物饲养（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区和平路115号商铺","2022-08-15至无固定期限","马克数据网","91340102MA8PBW6E4N","340102000630955","MA8PBW6E-4",,,,"安徽省","合肥市","瑶海区",,"农业"
"421","合肥市瑶海区蔷薇园花店","个体工商户","存续","22/5/2019","22/5/2019","李青",,,"花卉种植，销售花卉（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区北二环香江国际13栋112号","2019-05-22至无固定期限","马克数据网","92340102MA2TQGPW30","340102600967605","MA2TQGPW-3","15856956100",,,"安徽省","合肥市","瑶海区",,"农业"
"422","安徽徽润农产品营销农民专业合作社联合社怡馨苑分社","农民专业合作社分支机构","存续","23/4/2015","23/4/2015","杨子天",,,"农作物种植，为本社成员代购代销、组织销售本社成员生产的农产品及提供相关信息技术咨询服务。","合肥濉溪东路88号罗马三期怡馨苑13号楼15号门面","2015-04-23至无固定期限","马克数据网","93340100MA2N1FLD8B","340102NB001052X","MA2N1FLD-8",,,,"安徽省","合肥市","瑶海区",,"农业"
"423","安徽峻远生态农业有限公司","有限责任公司(自然人独资)","吊销，未注销","23/6/2014","22/2/2019","李祥","1000000",,"菌类、花卉、绿化苗、造林苗、经济林苗、瓜果、蔬菜种植、销售；袋装农物物种子、农业机械、农资产品（除专项审批）、农副产品（除食品）销售；草坪、盆景培育、销售；园林绿化施工及技术服务。","安徽省合肥市新站区三十头社区四十头村上司岗村民组","2014-06-23至2034-06-22","马克数据网","91340100MA2MY8F89E","340108000119506","MA2MY8F8-9","0551-64271283","1943895748@qq.com|1943895748@qq.xom",,"安徽省","合肥市","瑶海区",,"农业"
"424","合肥志有菌菇有限公司","有限责任公司(自然人投资或控股)","存续","31/3/2011","31/3/2011","杨帮胜","30000",,"蘑菇、菌菇种植、销售及咨询服务。","安徽省合肥市新站区磨店乡磨店村东风队","2011-03-31至2031-03-30","马克数据网","91340100571789658U","340108000094272","57178965-8","13865998643;13955102019;18055131817","745616803@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"425","合肥琨盛果蔬种植农民专业合作社","农民专业合作社","存续","26/3/2021","26/3/2021","崔云秀","1000000",,"谷物、瓜果、蔬菜、花卉、苗木种植及销售（含网上）；农作物、虾、稻米生产、加工、包装、仓储（除危险品）、烘干及销售（含网上）；家禽、水产、畜牧养殖、加工及销售（含网上）；引进种养殖新技术、新品种；提供农机作业服务；机械整地、播种、中耕、收获服务；农田建设；农机具、农副产品、土产日杂、农业物资、渔药（除危险品）销售；电子商务服务；饲料及饲料添加剂开发、加工、销售；再生资源回收（不含固体废物、危险废物、报废汽车等需经相关部门批准的项目）；提供果蔬采摘、休闲垂钓、农业观光旅游服务；豆制品加工及销售；肉、蛋、奶销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区钟油坊路周谷堆蔬菜交易中心加工区1号","2021-03-26至无固定期限","马克数据网","93340102MA2WW5A442","340102NA001057X","MA2WW5A4-4","15555105771","15555105771@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"426","合肥扩亭农业种植有限公司","有限责任公司(非自然人投资或控股的法人独资)","存续","2/3/2023","2/3/2023","许才强","1000000",,"一般项目：蔬菜种植；谷物种植；豆类种植；花卉种植；水果种植；园艺产品种植；茶叶种植；水生植物种植；食用农产品零售；农业机械服务；农业园艺服务；智能农业管理；农业专业及辅助性活动；农业生产托管服务；与农业生产经营有关的技术、信息、设施建设运营等服务；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区王岗路与丰乐亭路交口名门皇马A2栋201室","2023-03-02至无固定期限","马克数据网","91340102MA8Q433557",,"MA8Q4335-5",,,,"安徽省","合肥市","瑶海区",,"农业"
"427","合肥市丰高农产品销售有限责任公司","有限责任公司(自然人独资)","存续","4/8/2021","4/8/2021","姚晓葳","1000000",,"一般项目：新鲜蔬菜批发；蔬菜种植；新鲜水果批发；农副产品销售；食用农产品零售；食用农产品批发；农产品的生产、销售、加工、运输、贮藏及其他相关服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区周谷堆大兴农产品国际物流园内蔬菜区交易中心A2幢29＃仓铺","2021-08-04至无固定期限","马克数据网","91340102MA8N2MXF6M","340102000464766","MA8N2MXF-6","18133604289","2438103794@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"428","安徽爱田农业科技有限公司","有限责任公司(自然人投资或控股)","存续","26/11/2019","26/11/2019","付宏亮","5000000","小于50人","其他谷物种植，蔬菜种植，其他园艺作物种植，中草药种植，其他牲畜饲养，鸡的饲养，鸭的饲养，其他家禽饲养，内陆水产养殖，包装，农作物病虫害防治活动，农村土地整理服务，农作物栽培、移栽服务，农业托管服务，农场劳务承包人活动，利用大数据、物联网、互联网现代信息技术对种农业生产经营进行管理，农产品初加工，种子批发，肉、禽、蛋及水产品批发（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区明光路街道滁州路1号教师新村A区5-201室","2019-11-26至2049-11-26","马克数据网","91340102MA2UBEAMX2","340102000265850","MA2UBEAM-X","13505697556","13505697556@163.com",,"安徽省","合肥市","瑶海区",,"农业"
"429","李立凤","个体工商户","存续","1/9/2014","1/9/2014","李立凤",,,"农产品零售","凤阳路市场128号摊位","2014-09-01至无固定期限","马克数据网","92340102MA2P9JCD71","340102600446232","MA2P9JCD-7","0551-64512350",,,"安徽省","合肥市","瑶海区",,"农、林、牧、渔服务业"
"430","合肥荷侬种植农场","个人独资企业","存续","21/3/2023","21/3/2023","尹国运","90000",,"一般项目：蔬菜种植；豆类种植；油料种植；谷物种植；农副产品销售；食用农产品零售；水产品零售；饲料添加剂销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区长江东路与铜陵路交口居然之家1楼DS39-1-1-078","2023-03-21至无固定期限","马克数据网","91340102MA8Q7AFU1F",,"MA8Q7AFU-1",,,,"安徽省","合肥市","瑶海区",,"农业"
"431","安徽基俊农产品贸易有限公司","有限责任公司(自然人投资或控股)","吊销，未注销","10/8/2010","25/1/2018","周俊","3000000",,"农产品种植、销售（仅限食用农产品）；农庄开发。","安徽省合肥市瑶海区合裕路盛景名苑7号楼1501室","2010-08-10至2030-08-05","马克数据网","913401005606587751","340100000438014","56065877-5","13625510224;13905691448","1424849746@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"432","安徽志胜农业科技有限公司","有限责任公司(自然人投资或控股)","存续","7/6/2021","7/6/2021","夏其志","5000000","小于50人","一般项目：农作物种子经营（仅限不再分装的包装种子）；非主要农作物种子生产；谷物种植；农业生产托管服务；农作物栽培服务；农作物病虫害防治服务；农业机械服务；农产品的生产、销售、加工、运输、贮藏及其他相关服务；智能农业管理；与农业生产经营有关的技术、信息、设施建设运营等服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区胜利路中环国际广场A座1411室","2021-06-07至无固定期限","马克数据网","91340102MA8LLBEM4E","340102000441158","MA8LLBEM-4","18555119782","195849916@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"433","合肥亿品富农业发展有限公司","有限责任公司(非自然人投资或控股的法人独资)","存续","22/5/2023","22/5/2023","龚友文","1000000",,"一般项目：谷物种植；蔬菜种植；豆类种植；棉花种植；薯类种植；花卉种植；园艺产品种植；水果种植；草种植；竹种植；谷物销售；豆及薯类销售；棉、麻销售；林业产品销售；农副产品销售；农业园艺服务；农作物栽培服务；农作物收割服务；灌溉服务；肥料销售；休闲观光活动；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区明皇路与戚继光路交口文一名门皇马A2栋201室","2023-05-22至无固定期限","马克数据网","91340102MA8QG3FA8N",,"MA8QG3FA-8",,,,"安徽省","合肥市","瑶海区",,"农业"
"434","合肥市瑶海区志阔种植家庭农场","个体工商户","存续","4/2/2021","10/4/2023","要志刚",,,"一般项目：花卉种植；农作物栽培服务；谷物种植；蔬菜种植；水果种植（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","合肥市瑶海区琅琊山路商网30号","2021-02-04至无固定期限","马克数据网","92340102MA2WNNCM4E","340102601283973","MA2WNNCM-4",,,,"安徽省","合肥市","瑶海区",,"农业"
"435","合肥好帮厨农副产品配送服务有限公司","有限责任公司(自然人投资或控股)","存续","17/6/2022","22/5/2023","耿恩慧","6000000",,"一般项目：农产品的生产、销售、加工、运输、贮藏及其他相关服务；农副产品销售；蔬菜种植；谷物种植；豆类种植；水果种植；农产品智能物流装备销售；食用农产品零售；初级农产品收购；食用农产品批发；食用农产品初加工；水产品零售；新鲜水果零售；鲜肉零售；食品销售（仅销售预包装食品）；鲜蛋零售；保健食品（预包装）销售；婴幼儿配方乳粉及其他婴幼儿配方食品销售；日用百货销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：城市配送运输服务（不含危险货物）；道路货物运输（不含危险货物）；生鲜乳道路运输；水产养殖；食品销售；餐饮服务；小食杂（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区长江东路504号宝业东城广场1幢1305室","2022-06-17至无固定期限","马克数据网","91340102MA8P5JCP4B","340102000606141","MA8P5JCP-4","18856964103","18856964103@163.com",,"安徽省","合肥市","瑶海区",,"农业"
"436","合肥市百应生态农业专业合作社","农民专业合作社","存续","20/9/2011","20/9/2011","应祚仙","1000000","小于50人","以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏以及与农业生产经营有关的技术、信息服务。","安徽省合肥市新站区磨店乡磨店村东风村民组","2011-09-20至无固定期限","马克数据网","93340100MA2NB2QQ5K","340108NA001003X","MA2NB2QQ-5","13856053848;18326067838","13856053848@qq.com|1235685954@qq.com|449163324@qq.com|449163323@qq.com|abc@126.com|794537972@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"437","安徽滁河生态园林园艺有限公司","有限责任公司(自然人独资)","存续","20/4/2017","30/7/2020","吴美琳","85000000",,"园林绿化工程施工及养护；苗木花卉、园艺作物的种植、销售及租赁；林木育种、育苗、人工造林、生态农业的开发；农副产品生产、包装及销售；生态科技领域内的技术开发、技术转让、技术咨询、技术服务；承接生态边坡防护工程、环保工程、河湖生态整治工程、市政工程、土石方工程施工（以上项目凭资质证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区胜利北路瑞景家园4幢202室","2017-04-20至2037-04-19","马克数据网","91340100MA2NJD8Q4H","340100001955379","MA2NJD8Q-4","18110917432;18356088336","1033776913@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"438","合肥然一花艺有限公司","有限责任公司(自然人独资)","注销","5/5/2016","9/5/2019","陈少辉","1000000",,"鲜花、盆景销售；园林绿化工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区龙岗经济开发区临泉路海洲景秀世家13幢S104室","2016-05-05至无固定期限","马克数据网","91340100MA2MW0KP75","340100001602649","MA2MW0KP-7","17756578729","3068257957@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"439","合肥市瑶海区两束花店","个体工商户","存续","13/8/2019","13/8/2019","李亮",,,"花卉种植（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区和平路188号","2019-08-13至无固定期限","马克数据网","92340102MA2U0RQ90J","340102601011041","MA2U0RQ9-0",,,,"安徽省","合肥市","瑶海区",,"农业"
"440","合肥瑶海区花开满庭鲜花店","个体工商户","存续","9/7/2018","9/7/2018","李超",,,"鲜花、绿植、花瓶销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区滁州路1号教师新村东区A3号楼106室","2018-07-09至无固定期限","马克数据网","92340102MA2RW4334D","340102600833277","MA2RW433-4","18855171461",,,"安徽省","合肥市","瑶海区",,"农业"
"441","合肥尚龙岗生态农业有限公司","有限责任公司(自然人独资)","注销","6/8/2014","15/12/2017","尚志明","500000",,"葡萄种植与销售；农业旅游资源开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区长江东路6号东景苑C区2幢1302室","2014-08-06至2034-08-05","马克数据网","91340100395195323R","340100001049138","39519532-3","13605517667;18355102391;18355102791","2880850356@qq.com|123165129@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"442","合肥瑶海区诺言花店","个体工商户","存续","31/1/2018","31/1/2018","郑永超","10",,"鲜花、绿植、盆景、仿真花批零兼营；婚庆礼仪服务；（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区凤阳路明珠小区2#105室","2018-01-31至无固定期限","马克数据网","92340102MA2RGNY955","340102600772316","MA2RGNY9-5","15905517468",,,"安徽省","合肥市","瑶海区",,"农业"
"443","合肥市瑶海区七夕花礼定制鲜花店","个体工商户","存续","2/11/2021","2/11/2021","刘园园",,,"一般项目：礼品花卉销售；花卉绿植租借与代管理；婚庆礼仪服务；信息咨询服务（不含许可类信息咨询服务）；专业设计服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区木滩街138号1幢104室","2021-11-02至无固定期限","马克数据网","92340102MA8NC747XU","340102601432247","MA8NC747-X","13705658145",,,"安徽省","合肥市","瑶海区",,"农业"
"444","合肥市瑶海区阿祥花坊","个体工商户","存续","16/7/2019","16/7/2019","李祖祥",,,"鲜花、绿植批发零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区漕冲路漕冲花园12幢106","2019-07-16至无固定期限","马克数据网","92340102MA2TXARR70","340102600997050","MA2TXARR-7","13585124305",,,"安徽省","合肥市","瑶海区",,"农业"
"445","合肥巨骅农业有限公司","有限责任公司(自然人独资)","存续","8/7/2022","8/7/2022","刘承杰","500000",,"一般项目：饲料原料销售；饲料添加剂销售；农、林、牧、副、渔业专业机械的销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区临泉东路686号名城绿洲小区S1幢108/108上","2022-07-08至无固定期限","马克数据网","91340102MA8P817J0R","340102000614800","MA8P817J-0",,,,"安徽省","合肥市","瑶海区",,"农业"
"446","安徽家禄蔬菜批发有限公司","有限责任公司(自然人投资或控股)","存续","2/8/2019","2/8/2019","常涛","5000000",,"蔬菜、农副产品销售；农产品种植；农业科技领域内的技术研发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇周谷堆大兴农产品国际物流园内蔬菜交易中心A4-7号","2019-08-02至2049-08-01","马克数据网","91340102MA2TYXTQXW","340102000228618","MA2TYXTQ-X","13956958778;18133604289","2438103794@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"447","方要能","个体工商户","存续","6/4/2010","31/3/2014","方要能",,,"鲜花销售","合肥瑶海区龙岗开发区通达路义乌商城T2110号",,"马克数据网","92340102MA2PAAK02R","340102600118131","MA2PAAK0-2","15105691759",,,"安徽省","合肥市","瑶海区",,"农业"
"448","合肥市瑶海区瑞饴果品经营部","个体工商户","存续","7/4/2022","7/4/2022","周胜楠",,,"一般项目：新鲜水果零售；新鲜水果批发；水果种植；蔬菜种植；新鲜蔬菜零售；新鲜蔬菜批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区和平路百大周谷堆商业街1F-34号","2022-04-07至无固定期限","马克数据网","92340102MA8NX6E83H","340102601535249","MA8NX6E8-3","18609650881",,,"安徽省","合肥市","瑶海区",,"农业"
"449","合肥铭月院里花卉有限公司","有限责任公司(自然人投资或控股)","存续","8/5/2023","8/5/2023","陈香娣","1000000",,"一般项目：花卉种植；园艺产品种植；礼品花卉销售；农业园艺服务；园艺产品销售；婚庆礼仪服务；食品销售（仅销售预包装食品）；日用百货销售；办公用品销售；卫生用品和一次性使用医疗用品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区铜陵路街道长江东路618号1幢104号","2023-05-08至无固定期限","马克数据网","91340102MA8QE14XXY",,"MA8QE14X-X",,,,"安徽省","合肥市","瑶海区",,"农业"
"450","合肥豪林农业科技有限公司","有限责任公司(自然人投资或控股)","吊销，未注销","23/4/2013","1/3/2019","崔罗林","500000",,"观光型农业种植园开发；苗木（除种苗）、花卉种植及销售；农副产品（除专项许可项目）、化肥、机械设备、日用百货、服装鞋帽销售。","合肥市瑶海区站西路6号大众大厦11层1118室","2013-04-23至2043-04-19","马克数据网","91340100068051920E","340100000776039","06805192-0","13645566990;15922386166","850319641@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"451","合肥安美园艺有限公司","有限责任公司(自然人投资或控股)","存续","13/2/2006","6/3/2023","张继国","10000000",,"园林绿化施工，园林景观施工；园林绿地养护，立体园艺造型设计和安装，花卉苗木种植、销售，包装种子、种苗、肥料、农药和景观花盆花箱销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区胜利路元一时代花园3幢303号","2006-02-13至2036-12-31","马克数据网","91340100784914918Y","340108000058566","78491491-8","13637071106","zhygp@sohu.com",,"安徽省","合肥市","瑶海区",,"农业"
"452","合肥市瑶海区卉美花卉店","个体工商户","存续","24/5/2021","24/5/2021","张正涛",,,"一般项目：礼品花卉销售；园艺产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区裕丰花市B区22号对面","2021-05-24至无固定期限","马克数据网","92340102MA8LJTGA7H","340102601342587","MA8LJTGA-7","15655158422",,,"安徽省","合肥市","瑶海区",,"农业"
"453","合肥市瑶海区学君里花卉店","个体工商户","存续","14/1/2020","14/1/2020","罗守伦",,,"其他日用品零售；鲜花批发；礼品鲜花零售；礼品鲜花零售(含互联网零售)；城市鲜花布置管理；鲜花批发（含互联网批发）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区龙岗静安新城35号","2020-01-14至无固定期限","马克数据网","92340102MA2UG81P88","340102601088662","MA2UG81P-8","15256097689",,,"安徽省","合肥市","瑶海区",,"农业"
"454","安徽沁岩农业发展有限公司","有限责任公司(自然人投资或控股)","存续","30/12/2019","27/4/2022","李孔福","5000000","小于50人","一般项目：与农业生产经营有关的技术、信息、设施建设运营等服务；新鲜水果批发；新鲜蔬菜批发；鲜肉批发；鲜蛋批发；水产品零售；日用品批发；日用百货销售；农副产品销售；豆及薯类销售；牲畜销售（不含犬类）；食用农产品零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售；餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区和平路商业街2栋147号","2019-12-30至无固定期限","马克数据网","91340102MA2UF41C52","340102000278952","MA2UF41C-5","13395518758;18160887386","3047617597@qq.com|827419368@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"455","合肥瑶海区童来胜花卉经营部","个体工商户","存续","18/10/2010","20/4/2022","童来胜","30000",,"一般项目：礼品花卉销售；厨具卫具及日用杂品批发；厨具卫具及日用杂品零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市裕丰花市D区-18号","2010-10-18至无固定期限","马克数据网","92340102MA2P9TC67K","340102600147255","MA2P9TC6-7","13856910188",,,"安徽省","合肥市","瑶海区",,"农业"
"456","合肥瑶海区雅慧花卉店","个体工商户","注销","9/12/2015","30/11/2021","戚宝菊","20000",,"仿真花、仿真树批发零售。","合肥瑶海区站前路白马商贸城440号",,"马克数据网","92340102MA2PF6UG3L","340102600550546","MA2PF6UG-3","13956942958",,,"安徽省","合肥市","瑶海区",,"农业"
"457","合肥市瑶海区花余香鲜花店","个体工商户","存续","17/4/2023","17/4/2023","杨婷婷",,,"一般项目：日用百货销售；礼品花卉销售；互联网销售（除销售需要许可的商品）；新鲜水果批发；新鲜水果零售；花卉种植；花卉绿植租借与代管理；婚庆礼仪服务；工艺美术品及礼仪用品制造（象牙及其制品除外）；服装服饰零售；服装服饰批发；专业设计服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售；餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区临泉路以北元一名城C3104号","2023-04-17至无固定期限","马克数据网","92340102MA8QBB1872","340102601794864","MA8QBB18-7",,,,"安徽省","合肥市","瑶海区",,"农业"
"458","合肥市瑶海区海之东花卉店","个体工商户","存续","11/5/2020","11/5/2020","费海东",,,"其他日用品零售；花卉作物批发；花卉零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区裕丰花市二期交易区花架16号","2020-05-11至无固定期限","马克数据网","92340102MA2UQY3A3K","340102601131101","MA2UQY3A-3","13856072874",,,"安徽省","合肥市","瑶海区",,"农业"
