"Notice_ID","Notice_Type","Tender_Number","Notice_Content","Successful_Bidder","Awarded_Amount","Tendering_Entity","Tendering_Address","Tendering_Contact_Person","Tendering_Contact_Information","Tendering_Agency","Agency_Address","Agency_Contact_Person","Agency_Contact_Information"
"577"," 中标结果公告"," 招标编号： HBSJ-202307GL-044001001"," 黄黄高速公路2023-2024年土建养护施工项目（招标项目名称）HHTJYH-1（标段名称）于2023年08月08日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月08日至2023年08月10日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中交基础设施养护集团有限公司","11422251.81"," 湖北交投鄂东高速公路运营管理有限公司"," 湖北省武汉市东湖高新技术开发区关南园一路6号"," 沈女士"," 027-83458972"," 湖北华通工程咨询有限公司"," 湖北省武汉市汉阳区龙阳大道7号"," 湖北华通工程咨询有限公司","15807130895"
"578"," 中标结果公告"," 招标编号： HBSJ-202303TL-024001003"," 新建沪渝蓉高速铁路武汉至宜昌段汉口至汉川东施工、监理（招标项目名称）站后工程WYQD-1标段（标段名称）于2023年05月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月23日至2023年05月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁五局集团电务工程有限责任公司、中铁五局集团有限公司","151249741"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 湖北省武汉市江汉区汉口火车站站西路特1号"," 符振平、南建强"," 027-51138575"," "," /"," /"," "
"579"," 中标结果公告"," 招标编号： HBSJ-202102SY-001005001"," 襄阳市唐白河（唐河）航运开发工程双沟航运枢纽主体土建工程施工招标（招标项目名称）襄阳市唐白河（唐河）航运开发工程双沟航运枢纽主体土建工程TBHSN-1标段施工招标（标段名称）于2022年11月19日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月19日至2022年11月21日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中交第二航务工程局有限公司","437897843.4"," 襄阳市襄州区交通运输局"," 襄阳市襄州区航空路127号"," 马先生","15971156666"," 湖北华通工程咨询有限公司"," 湖北省武汉市汉阳区龙阳大道7号"," 湖北华通工程咨询有限公司","18007114625"
"580"," 中标结果公告"," 招标编号： HBSJ-202005FJ-042008001"," 随州城市公共活动中心综合体建设项目高低压配电设备采购（招标项目名称）随州城市公共活动中心综合体建设项目高低压配电设备采购(第二次)（标段名称）于2022年09月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月15日至2022年09月19日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉永晴电器有限公司","12236404.95"," 中建科工集团有限公司"," 随州市城南新区随州城市公共活动中心综合体项目部"," 余小涛","18622774803"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 湖北省成套招标股份有限公司吴广浩","13871104423"
"581"," 中标结果公告"," 招标编号： HBSJ-202308TL-088001001"," 武汉枢纽汉口客车技术整备所改造工程动车组检测设备招标（招标项目名称）BJ-01(动车组运用、检修、检测设备)（标段名称）于2023年09月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月23日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 南京拓控信息科技股份有限公司","14400000"," 中国铁路武汉局集团有限公司站房工程建设指挥部"," 武汉市武昌区东安路2号"," 张晓华 刘敏"," 027-51165117"," 中国铁路物资股份有限公司"," 北京市丰台区太平街道凤凰嘴街5号院2号楼鼎兴大厦A座10-11层"," 乔冠华","17771855394"
"582"," 中标结果公告"," 招标编号： HBSJ-202302QT-005008011"," 湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目（招标项目名称）湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目GJX2-3(第二次)（标段名称）于2023年08月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月05日至2023年08月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉钢铁江北集团金属制品有限公司","24645000"," 湖北交投物流集团有限公司"," 武汉市汉阳区湖北国展中心东塔湖北交投大厦"," 徐工"," 027-69578109"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 王馨怡","13638610459"
"583"," 中标结果公告"," 招标编号： HBSJ-202209FJ-152001001"," 湖北体育职业学院新建教学生活用房及配套设施项目（宿舍楼加层扩建项目）施工总承包（招标项目名称）湖北体育职业学院新建教学生活用房及配套设施项目（宿舍楼加层扩建项目）施工总承包（标段名称）于2023年05月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月23日至2023年05月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 山西恒业建设集团有限公司","10930002.97"," 湖北体育职业学院（湖北省体育运动学校）"," 武汉市东湖新技术开发区高新大道333号"," 程耀林、刘丽"," 027-87782995"," 湖北省工程咨询股份有限公司"," 武汉市武昌区民主路616号和璟国际4-7楼"," 严明"," 027-88166758"
"584"," 中标结果公告"," 招标编号： HBZX-201604FJ-135006001"," 黄石监狱扩建工程配套项目正式用电 (电力专变工程)（招标项目名称）黄石监狱扩建工程配套项目正式用电 (电力专变工程)（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中建鸿腾建设集团有限公司","9054234.74"," 湖北省黄石监狱"," 黄石市下陆区发展大道18号"," 徐警官"," 0714-6251589"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 马原、范巍"," 027-87273583"
"585"," 中标结果公告"," 招标编号： HBSJ-202207SL-027001004"," 湖北省王英灌区续建配套与现代化改造工程“十四五”第二批项目（招标项目名称）湖北省王英灌区续建配套与现代化改造工程“十四五”第二批项目施工监理标段（标段名称）于2022年09月17日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月17日至2022年09月19日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉市江河工程监理咨询有限公司","2020000"," 湖北省王英灌区续建配套与现代化改造建设管理办公室"," 湖北省咸宁市咸安区温泉路78号"," 姜科长"," 0715-8128600"," 湖北腾升工程管理有限责任公司"," 武汉市洪山区珞狮路290号"," 邵雅琳"," 027-87251252"
"586"," 中标结果公告"," 招标编号： HBSJ-202203GL-018014001"," 武汉至松滋高速公路江陵至松滋段（含观音寺长江大桥）接线钢梁涂装施工招标（招标项目名称）JSJGTZ-1标段（标段名称）于2023年09月22日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月22日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 上海建冶科技股份有限公司","18852869"," 湖北交投江陵长江大桥有限公司"," 湖北省荆州市江陵县中兴路25号"," 付先生"," 0716-4897012"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号城市广场A座19层"," 王秋实"," 027-83308780"
"587"," 中标结果公告"," 招标编号： HBSJ-202302QT-005008010"," 湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目（招标项目名称）湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目GJX2-2(第二次)（标段名称）于2023年08月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月05日至2023年08月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 河南恒星钢缆股份有限公司","70994000"," 湖北交投物流集团有限公司"," 武汉市汉阳区湖北国展中心东塔湖北交投大厦"," 徐工"," 027-69578109"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 王馨怡","13638610459"
"588"," 中标结果公告"," 招标编号： HBSJ-202303TL-024001004"," 新建沪渝蓉高速铁路武汉至宜昌段汉口至汉川东施工、监理（招标项目名称）WYJL-1标段（标段名称）于2023年05月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月23日至2023年05月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉铁道工程建设监理有限责任公司","36368280"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 湖北省武汉市江汉区汉口火车站站西路特1号"," 符振平、南建强"," 027-51138575"," "," /"," /"," "
"589"," 中标结果公告"," 招标编号： HBSJ-202209QG-048001001"," 松滋市八宝镇全域国土综合整治项目 EPC 工程总承包招标（招标项目名称）松滋市八宝镇全域国土综合整治项目 EPC 工程总承包招标（标段名称）于2022年11月16日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月16日至2022年11月18日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 长江航道局、中工武大设计集团有限公司、松滋市江南水利水电工程有限公司、湖北松建建设集团有限公司","0"," 长江新材（松滋）投资开发有限公司"," 松 滋市新江口街道永兴大道"," 李云","13636269727"," 湖北信通通信有限公司"," 武汉市江岸区惠济路10号"," 雷文慧","18171063382"
"590"," 中标结果公告"," 招标编号： HBSJ-202208TL-066001001"," 武广高铁K1299+878等七座公跨铁桥梁异物侵限监测系统监测电网改造工程（招标项目名称）WGZHJCSG标段施工总价承包（标段名称）于2022年09月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月14日至2022年09月16日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁七局集团有限公司、中铁七局集团电务工程有限公司","10390998"," 中国铁路武汉局集团有限公司武汉高铁工务段"," 武汉市青山区红钢城街红港二村267-1号"," 朱工"," 027-51154950"," 湖北秉城工程咨询有限公司"," 武昌区水果湖街中北路166号东湖春树里8栋1单元20层29室-2"," 丁迪","15827176060"
"591"," 中标结果公告"," 招标编号： HBSJ-202308TL-087001001"," 武汉站屋面排水系统扩能及配套改造工程（招标项目名称）PSKGSG标段（标段名称）于2023年09月21日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月21日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁建工集团有限公司","5951996.21"," 中国铁路武汉局集团有限公司武汉房建生活段"," 武汉市武昌区东安路14号"," 毛工"," 027-51163261"," 湖北华科工程咨询有限公司"," 武汉市洪山区徐东大街团结名居桔园"," 黄文治","13720322627"
"592"," 中标结果公告"," 招标编号： HBSJ-202302QT-005008013"," 湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目（招标项目名称）湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目GJX2-8(第二次)（标段名称）于2023年08月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月05日至2023年08月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 河南恒星钢缆股份有限公司","83090400"," 湖北交投物流集团有限公司"," 武汉市汉阳区湖北国展中心东塔湖北交投大厦"," 徐工"," 027-69578109"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 王馨怡","13638610459"
"593"," 中标结果公告"," 招标编号： HBSJ-202303TL-024001002"," 新建沪渝蓉高速铁路武汉至宜昌段汉口至汉川东施工、监理（招标项目名称）站后工程WYRD-1标段（标段名称）于2023年05月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月23日至2023年05月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 通号工程局集团有限公司","125902186"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 湖北省武汉市江汉区汉口火车站站西路特1号"," 符振平、南建强"," 027-51138575"," "," /"," /"," "
"594"," 中标结果公告"," 招标编号： HBSJ-202208FJ-136002001"," 湖北中烟创新中心建设项目初步设计及勘察（招标项目名称）湖北中烟创新中心建设项目初步设计及勘察（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中南建筑设计院股份有限公司","5967800"," 湖北中烟工业有限责任公司武汉卷烟厂"," 武汉市东西湖区金银湖办事处环湖路51号"," 黄毓钦"," 027-83292331"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 周宇、袁海涛、赵迪"," 027-87273626"
"595"," 中标结果公告"," 招标编号： HBSJ-202208TL-068001002"," 广水等四站钢结构风雨棚改造工程施工（招标项目名称）GSYPSG-2标段（标段名称）于2022年09月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月14日至2022年09月16日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁十五局集团有限公司","11998116"," 中国铁路武汉局集团有限公司武汉房建生活段"," 武汉市武昌区东安路14号"," 李工"," 027-51165521"," 湖北华科工程咨询有限公司"," 湖北省洪山区徐东大街团结名居桔园"," 吴昱","15071455612"
"596"," 中标结果公告"," 招标编号： HBSJ-202308TL-086001001"," 襄阳市人民路道路排水改造工程下穿焦柳铁路工程施工（招标项目名称）RMLSG标段（标段名称）于2023年09月21日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月21日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉江腾铁路工程有限责任公司","10522349"," 武汉武铁工程项目管理有限公司"," 武汉市武昌区八一路2号"," 戴挺、谢昌昌"," 027-51125523"," 湖北路港工程咨询有限公司"," 武昌区民主路782号洪广大酒店A座14楼"," 于恩良","13898810173"
"597"," 中标结果公告"," 招标编号： HBSJ-202302QT-005008012"," 湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目（招标项目名称）湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目GJX2-4(第二次)（标段名称）于2023年08月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月05日至2023年08月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 江苏博融预应力制品有限公司","26778600"," 湖北交投物流集团有限公司"," 武汉市汉阳区湖北国展中心东塔湖北交投大厦"," 徐工"," 027-69578109"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 王馨怡","13638610459"
"598"," 中标结果公告"," 招标编号： HBSJ-202303TL-024001001"," 新建沪渝蓉高速铁路武汉至宜昌段汉口至汉川东施工、监理（招标项目名称）站前工程WYZQ-1标段（标段名称）于2023年05月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月23日至2023年05月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁十二局集团有限公司、中铁十二局集团第三工程有限公司","3348198351"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 湖北省武汉市江汉区汉口火车站站西路特1号"," 符振平、南建强"," 027-51138575"," "," /"," /"," "
"599"," 中标结果公告"," 招标编号： HBSJ-202011FJ-165006004"," 咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购（招标项目名称）咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购四标段板材定制家具供货与安装（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北省咸宁市卓来商贸有限公司","468206"," 湖北咸宁农村商业银行股份有限公司"," 咸宁市咸安区长安大道166号"," 徐慧君","18871455272"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 招标四部何雄久","18971496598"
"600"," 中标结果公告"," 招标编号： HBSJ-202208TL-068001001"," 广水等四站钢结构风雨棚改造工程施工（招标项目名称）GSYPSG-1标段（标段名称）于2022年09月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月14日至2022年09月16日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁十二局集团有限公司","10753888"," 中国铁路武汉局集团有限公司武汉房建生活段"," 武汉市武昌区东安路14号"," 李工"," 027-51165521"," 湖北华科工程咨询有限公司"," 湖北省洪山区徐东大街团结名居桔园"," 吴昱","15071455612"
"601"," 中标结果公告"," 招标编号： HBSJ-202305FJ-078004001"," 湖北工业大学新建研究生公寓项目工程总承包（招标项目名称）湖北工业大学新建研究生公寓项目工程总承包（标段名称）于2023年09月20日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月20日至2023年09月22日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉建工集团股份有限公司、中信建筑设计研究总院有限公司","173392374.8"," 湖北工业大学"," 武汉市洪山区南李路28号"," 韩老师"," 027-59750242"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97 号龙潭大厦 A 座 16楼"," 王承丹、戴唯、郭庆、刘志林"," 027-87238091"
"602"," 中标结果公告"," 招标编号： HBSJ-202302QT-005008009"," 湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目（招标项目名称）湖北交投物流集团有限公司2023年度钢绞线（第二批）集中采购项目GJX2-1(第二次)（标段名称）于2023年08月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月05日至2023年08月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 江苏博融预应力制品有限公司","114725000"," 湖北交投物流集团有限公司"," 武汉市汉阳区湖北国展中心东塔湖北交投大厦"," 徐工"," 027-69578109"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 王馨怡","13638610459"
"603"," 中标结果公告"," 招标编号： HBSJ-202303QT-007001001"," 自动化立体仓库塑料托盘购置项目(一期)（招标项目名称）自动化立体仓库塑料托盘购置项目(一期)（标段名称）于2023年04月24日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年04月24日至2023年04月26日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉中百新晨环保包装科技有限公司","8901000"," 国家粮食和物资储备局湖北局三三七处"," 武汉市江夏区星光大道20号"," 王笑杰"," 027-81560016"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 朱越、宿光普"," 027-87273562"
"604"," 中标结果公告"," 招标编号： HBSJ-202011FJ-165006001"," 咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购（招标项目名称）咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购一标段实木家具供货与安装（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉馨宁家具有限公司","598000"," 湖北咸宁农村商业银行股份有限公司"," 咸宁市咸安区长安大道166号"," 徐慧君","18871455272"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 招标四部何雄久","18971496598"
"605"," 中标结果公告"," 招标编号： HBSJ-201801FJ-075012001"," 咸宁际华园(二期)项目监理服务（招标项目名称）咸宁际华园(二期)项目监理服务（标段名称）于2022年07月12日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年07月12日至2022年07月14日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中晟宏宇工程咨询有限公司","2848826"," 武汉际华园投资建设有限公司"," 咸宁市咸安区桂乡大道官埠国土资源所"," 李工"," 0715-8823506"," 永道工程咨询有限公司"," 武汉市汉阳区万科未来中心T1写字楼1006"," 永道工程咨询有限公司","13667117992"
"606"," 中标结果公告"," 招标编号： HBSJ-202308TL-084001001"," 武汉站区生产办公房屋适应性改造工程（招标项目名称）BGFSG标段（标段名称）于2023年09月21日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月21日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉铁路建筑安装工程有限责任公司","28455103.2"," 中国铁路武汉局集团有限公司站房工程建设指挥部"," 武汉市武昌区东安路2号"," 王莹、辛福良"," 027-51165187"," 湖北华科工程咨询有限公司"," 武汉市洪山区徐东大街团结名居桔园"," 黄文治","13720322627"
"607"," 中标结果公告"," 招标编号： HBSJ-202305FJ-072001002"," 华中科技大学同济医学院附属协和医院开闭所迁移（招标项目名称）华中科技大学同济医学院附属协和医院开闭所迁移(第二次)（标段名称）于2023年07月27日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月27日至2023年07月31日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北既济电力集团有限公司、武汉供电设计院有限公司","6855534"," 华中科技大学同济医学院附属协和医院"," 武汉市解放大道1277号"," 王老师"," 027-85726343"," 湖北中联太工程造价咨询有限公司"," 武汉市江岸区马祖路17号9楼"," 宫永鑫","15927289928"
"608"," 中标结果公告"," 招标编号： HBSJ-202304TL-036001001"," 234国道石首市梅家咀至高基庙（鄂湘界）段改扩建工程与浩吉铁路交叉工程施工（招标项目名称）SSSG标段（标段名称）于2023年05月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月23日至2023年05月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉江腾铁路工程有限责任公司","8527466"," 武汉武铁工程项目管理有限公司"," 武汉市武昌区八一路2号"," 谢昌昌、戴挺"," 027-51125523"," 湖北华科工程咨询有限公司"," 武汉市洪山区徐东大街团结名居桔园"," 吴昱","15071455612"
"609"," 中标结果公告"," 招标编号： HBSJ-202011FJ-165006002"," 咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购（招标项目名称）咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购二标段开放式办公区及16楼会议室办公家具供货与安装（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中山市东华家具有限公司","419000"," 湖北咸宁农村商业银行股份有限公司"," 咸宁市咸安区长安大道166号"," 徐慧君","18871455272"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 招标四部何雄久","18971496598"
"610"," 中标结果公告"," 招标编号： HBSJ-202208FJ-140002001"," 湖北交投虎巴探索谷房建工程、景区配套道路（夷凤路、巴山路、环景路、环湖路）及停车场EPC工程总承包（招标项目名称）湖北交投虎巴探索谷房建工程、景区配套道路（夷凤路、巴山路、环景路、环湖路）及停车场EPC工程总承包（标段名称）于2022年09月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月14日至2022年09月16日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北交投建设集团有限公司、中建科工集团有限公司、湖北省交通规划设计院股份有限公司","249784036.5"," 湖北交投文化旅游投资有限公司"," 宜昌市伍家岗区沿江大道185号九州方园大厦24层"," 印亚骏"," 0717-6596605"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97号龙潭大厦A 座 16 楼"," 胡红霞、蔡立凡、毕洋"," 027-87235209"
"611"," 中标结果公告"," 招标编号： HBSJ-202307SY-004001003"," 三峡后续工作长江中游界牌河段#12丁坝和#13丁坝中根部维修工程（招标项目名称）三峡后续工作长江中游界牌河段#12丁坝和#13丁坝中根部维修工程施工监理(第二次)（标段名称）于2023年09月22日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月22日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉中澳工程项目管理有限责任公司","1035500"," 长江航道局"," 湖北省武汉市解放公园路20号"," 石磊"," 027-82763625"," 中工武大诚信工程顾问（湖北）有限公司"," 武汉市东湖新技术开发区光谷金融港B9栋"," 黄颖","15927259556"
