"name","corporation","registed_capital","birth_date","manage_date","status","province","city","district","type","industry","USCC","TIN","registed_num","insured_persons","location","url","business"
"亳州市小兰商贸有限公司","史小兰","100万人民币","2018-02-11","2018-02-11 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","零售业","91341600MA2RH9XU8H","91341600MA2RH9XU8H","341600000280883","0","亳州市谯城区人民中路工业品批发市场西侧招商楼第102铺","-","许可项目：食品销售；酒类经营；烟草制品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：农作物种子经营（仅限不再分装的包装种子）；化妆品零售；文具用品零售；办公用品销售；针纺织品销售；家居用品销售；服装服饰零售；家用电器销售；工艺美术品及收藏品零售（象牙及其制品除外）；个人卫生用品销售；五金产品零售；日用玻璃制品销售；门窗销售；日用百货销售；金属材料销售；家政服务；专业保洁、清洗、消毒服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"合肥星晶睿商贸有限责任公司","马浩","10万人民币","2017-12-01","2017-12-01 至 2037-11-30","存续","安徽省","合肥市","包河区","有限责任公司(自然人独资)","批发业","91340111MA2RAP4W52","91340111MA2RAP4W52","340111000094819","0","合肥市包河区桐城路恢复楼3幢503室","-","办公用品、电脑软硬件及耗材、体育用品、文化用品、电子产品、电器、日用百货、服装、鞋帽、床上用品、五金建材、家纺、窗帘、布艺、劳保用品、健身器材、监控设备、教学器材、仪器仪表、消防设备、五金交电、汽车、家具、针纺织品销售；国内广告设计、代理、制作、发布；商务信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市龙珠文体用品有限公司","李宝红","100万人民币","2016-03-30","2016-03-30 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人投资或控股)","批发业","91341600MA2MU9EWXH","91341600MA2MU9EWXH","341600000156814","0","亳州市谯城区南市区环城东路1幢西屋","-","文体用品及器材销售（不含弩）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市宝之达商贸有限公司","李宝红","100万人民币","2018-04-11","2018-04-11 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人投资或控股)","零售业","91341600MA2RM0P638","91341600MA2RM0P638","341600000287246","2","亳州市谯城区蒙城路165号","-","许可项目：食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：日用百货销售；办公用品销售；塑料制品销售；工艺美术品及收藏品零售（象牙及其制品除外）；体育用品及器材零售；电子产品销售；化工产品销售（不含许可类化工产品）；针纺织品销售；第一类医疗器械销售；第二类医疗器械销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"亳州市博浩文体用品有限公司","李宝红","100万人民币","2016-03-30","2016-03-30 至 无固定期限","存续","安徽省","亳州市","-","有限责任公司(自然人投资或控股)","批发业","91341600MA2MU5RQ2B","91341600MA2MU5RQ2B","341600000156084","0","亳州市南市区环城东路1栋西屋","-","文体用品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市启慧商贸有限公司","郑秀明","200万人民币","2016-11-16","2016-11-16 至 无固定期限","存续","安徽省","亳州市","蒙城县","有限责任公司(自然人独资)","零售业","91341600MA2N38E173","91341600MA2N38E173","341600000195907","0","安徽省亳州市区蒙城路175号-3","-","一般项目：日用百货销售；办公用品销售；消防器材销售；针纺织品销售；体育用品及器材批发；户外用品销售；日用杂品销售；劳动保护用品销售；第一类医疗器械销售；第二类医疗器械销售；电线、电缆经营；五金产品零售；金属制品销售；电气设备销售；办公设备销售；家居用品销售；个人卫生用品销售；礼品花卉销售；箱包销售；园艺产品销售；电子产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"芜湖市润军商贸有限公司","方军","300万人民币","2018-12-06","2018-12-06 至 2068-12-05","存续","安徽省","芜湖市","镜湖区","有限责任公司(自然人独资)","批发业","91340200MA2TABHL1A","91340200MA2TABHL1A","340200000420978","0","安徽省芜湖市镜湖区汀棠公共服务中心莲塘社区居委会126室（申报承诺）","-","卫浴销售及维修，日用百货、家用电器、劳保用品、五金配件、机电设备、机械设备及配件、办公设备及耗材、汽车配件、建筑材料、建筑保温及防水材料、环保材料及设备、装潢材料、冶金炉料、矿产品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"滁州博硕商贸有限公司","徐军国","100万人民币","2015-06-24","2015-06-24 至 无固定期限","存续","安徽省","滁州市","南谯区","有限责任公司(自然人投资或控股)","批发业","9134110334387704XD","9134110334387704XD","341103000012793","3","安徽省滁州市南谯龙蟠北苑农贸市场三楼2号","-","文体办公用品、日用百货、五金小家电、电脑耗材、劳保防护用品、预包装食品及散装食品、水果的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"宝应县通达玩具经营部","乔云","6万人民币","2009-10-29","-","存续","江苏省","扬州市","宝应县","个体工商户","批发业","92321023MA1PY0BH63","92321023MA1PY0BH63","321023600309681","-","宝应县万嘉华苑118号门市","-","玩具批发、零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"淮北市广客兴商贸有限公司","顾成明","100万人民币","2018-03-19","2018-03-19 至 无固定期限","存续","安徽省","淮北市","相山区","有限责任公司(自然人投资或控股)","零售业","91340600MA2RJRUB35","91340600MA2RJRUB35","340600000223540","0","安徽省淮北市相山区南黎街道兆基家居城二层C区","-","经销家具、办公用品、办公设备、通讯设备、电子产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"五河县睿璐电脑销售有限公司","杨杰","10万人民币","2017-09-21","2017-09-21 至 无固定期限","存续","安徽省","蚌埠市","五河县","有限责任公司(自然人独资)","零售业","91340322MA2P39397N","91340322MA2P39397N","340322000063722","0","五河县城关镇大桥路二中对面106号门面","-","电脑及其零配件、办公用品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市春帆商贸有限公司","丁博文","100万人民币","2022-02-22","2022-02-22 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","零售业","91341602MA8NPE832U","91341602MA8NPE832U","341602000327944","0","安徽省亳州市谯城区汤陵社区富民路三巷25号","-","一般项目：办公用品销售；日用百货销售；日用杂品销售；玩具销售；茶具销售；服装服饰零售；教学用模型及教具销售；针纺织品及原料销售；针纺织品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售；出版物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"六安亦之格广告有限公司","吴允露","100万人民币","2020-07-02","2020-07-02 至 无固定期限","存续","安徽省","六安市","裕安区","有限责任公司(自然人独资)","商务服务业","91341500MA2UYMQY7G","91341500MA2UYMQY7G","341500000425131","0","安徽省六安市裕安区裕豪小区108、109、208、209室","-","广告设计、办公标识、标牌制作，喷绘、写真制作，道路指示牌、高炮广告牌、落地宣传牌制作、施工，LED产品和屏幕制作、安装、维护，网络电子产品安装，公园、城市亮化工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽华德源建筑工程有限公司","汤玉德","1200万人民币","2016-04-12","2016-04-12 至 无固定期限","存续","安徽省","六安市","金安区","有限责任公司(自然人投资或控股)","房屋建筑业","91341500MA2MUE6F35","91341500MA2MUE6F35","341500000256865","9","六安市金安区先生店乡硖石村10幢楼206室和207室","-","建筑装饰装修工程设计、施工；建筑工程施工总承包；水利工程、市政工程、园林绿化工程、道路照明工程施工；物业服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽联创电子科技有限公司","邵祥","508万人民币","2016-10-28","2016-10-28 至 无固定期限","存续","安徽省","铜陵市","枞阳县","有限责任公司(自然人独资)","计算机、通信和其他电子设备制造业","91340762MA2N1N1KX8","91340762MA2N1N1KX8","340762000059483","0","安徽省铜陵市枞阳县枞阳镇青龙村","-","电子产品研发；安全防范系统、电子屏幕、系统集成、综合布线、广播系统、智能化楼宇、亮化系统、多媒体、灯光、音响、会议系统工程设计、安装；计算机软硬件及外部设备、办公及教学设备、网络设备、电子产品、实验室设备、五金交电销售及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***"
"合肥纤丝美布艺装饰有限公司","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"芜湖富晖文体用品有限公司","俞紫毅","10万人民币","2021-07-14","2021-07-14 至 无固定期限","存续","安徽省","芜湖市","镜湖区","有限责任公司(自然人独资)","文教、工美、体育和娱乐用品制造业","91340202MA8N0KJE21","91340202MA8N0KJE21","340202000108935","0","安徽省芜湖市镜湖区范罗山街道富春园上长街4区2号","-","一般项目：文具用品批发；办公设备销售；办公设备耗材销售；体育用品及器材批发；日用百货销售；纸制品销售；日用杂品销售；针纺织品及原料销售；鞋帽批发；厨具卫具及日用杂品批发；家用电器销售；乐器批发；工艺美术品及收藏品批发（象牙及其制品除外）；珠宝首饰批发；通讯设备销售；消防器材销售；化妆品批发；家居用品销售；针纺织品销售；日用品销售；户外用品销售；卫生洁具销售；教学专用仪器销售；茶具销售；食品经营（仅销售预包装食品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"合肥灵慧电子科技有限公司","苏昌玲","30万人民币","2014-11-13","2014-11-13 至 2034-11-12","存续","安徽省","合肥市","包河区","有限责任公司(自然人投资或控股)","专业技术服务业","91340100394545029Q","91340100394545029Q","340100001126332","0","安徽省合肥市包河区淝河路分路口文昌新村20幢205室","-","计算机软硬件、办公设备、机电设备、仪器仪表、家用电器销售及维修；智能化系统及电气电器控制系统工程；网络工程及信息技术服务。"
"亳州启能体育文化有限公司","许慧雨","100万人民币","2018-03-29","2018-03-29 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","体育","91341600MA2RKX5A8P","91341600MA2RKX5A8P","341600000285349","0","安徽省亳州市谯城区汤陵办事处丰水源公务员区31＃楼第2.3号铺面","-","体育用品及器械（不含弓弩）销售；体育赛事经纪服务、体育组织经纪服务。体育器材、塑胶跑道、人造草坪、服装、教学器材、学生课桌椅、玩具、计算机软硬件及周边辅助设备、电子显示屏、日用百货、劳保用品、五金电料、文化用品、办公用品、办公机具、电工电器、电子产品、数码产品、机械设备、消防器材、装饰材料、校园智能广播系统、体育场馆设施安装及维修；舞台灯光音响设备出租及零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"芜湖业熙科技有限公司","周磊","20万人民币","2019-11-19","2019-11-19 至 无固定期限","存续","安徽省","芜湖市","无为市","有限责任公司(自然人独资)","软件和信息技术服务业","91340225MA2UAQQ5X1","91340225MA2UAQQ5X1","340225000117373","0","安徽省芜湖市无为市蜀山镇黄姑社区黄姑新街道4栋5号门面","-","网络技术、计算机信息技术领域内的技术开发；软件开发；计算机、打印机、复印机、智能会议平板电脑、广播设备系统、信息化设备、远程会议系统设备、LED电子屏、LED全彩屏销售、安装与维修；综合布线工程、安防监控工程、智能化工程施工；教学设备、电子产品、机械设备、家用电器、音乐器材、体育器材、日用百货、五金交电、电线电缆、家具批发与零售；办公耗材与设备销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥振沃商贸有限公司","敬凤","100万人民币","2021-06-25","2021-06-25 至 2051-06-24","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人独资)","批发业","91340102MA8MWQUF04","91340102MA8MWQUF04","340102000449277","1","安徽省合肥市瑶海区长江东路6号东景苑A区5幢商104","-","一般项目：办公用品销售；家具销售；电子产品销售；信息安全设备销售；安防设备销售；个人卫生用品销售；橡胶制品销售；玩具销售；针纺织品销售；计算机软硬件及辅助设备零售；建筑材料销售；建筑装饰材料销售；劳动保护用品销售；金属制品销售；广播电视传输设备销售；仪器仪表销售；教学用模型及教具销售；通讯设备销售；机械设备销售；广播影视设备销售；办公设备销售；电子专用设备销售；电子元器件与机电组件设备销售；电气信号设备装置销售；办公设备耗材销售；计算器设备销售；网络设备销售；消防器材销售；人工智能硬件销售；针纺织品及原料销售；纸制品销售；塑料制品销售；颜料销售；包装专用设备销售；农副产品销售；饲料原料销售；箱包销售；模具销售；日用玻璃制品销售；电气设备销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；卫生陶瓷制品销售；建筑陶瓷制品销售；包装材料及制品销售；日用品销售；园艺产品销售；非电力家用器具销售；农业机械销售；农林牧渔机械配件销售；农、林、牧、副、渔业专业机械的销售；游艺及娱乐用品销售；家具制造；食品销售（仅销售预包装食品）；体育用品及器材批发；文具用品批发；厨具卫具及日用杂品批发；五金产品批发；计算机软硬件及辅助设备批发；服装服饰批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：出版物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥莲超商贸有限公司","张莲莲","500万人民币","2020-03-09","2020-03-09 至 无固定期限","存续","安徽省","合肥市","庐阳区","有限责任公司(自然人投资或控股)","批发业","91340103MA2UHMUR2J","91340103MA2UHMUR2J","340103000241378","0","安徽省合肥市庐阳区砀山路2565号大富绿洲4幢603室","-","文具用品批发；办公用品批发；纸批发；美术用品批发；体育用品器材批发；玩具批发；装饰物品批发；塑料制品批发；金属制品批发；建筑材料、装饰材料（除危险品）、五金交电、电线电缆、机电设备销售；针织品批发；服装鞋帽批发；家用电器器材批发；劳保用品销售；灯具批发；化妆品及卫生用品批发；日用品批发；百货零售；花卉作物批发；首饰和饰品批发；园林绿化工程施工；物业管理（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥坤宇文化传媒有限公司","张怀年","200万人民币","2017-03-30","2017-03-30 至 无固定期限","存续","安徽省","合肥市","肥东县","有限责任公司(自然人独资)","商务服务业","91340122MA2NGFHC69","91340122MA2NGFHC69","340122000155861","0","合肥市肥东县牌坊回族满族乡张岗村孙冲组","-","一般项目：组织文化艺术交流活动；广告设计、代理；广告发布；广告制作；办公用品销售；家具销售；家具制造；电子产品销售；信息安全设备销售；安防设备销售；橡胶制品销售；玩具销售；针纺织品销售；计算机软硬件及辅助设备零售；建筑材料销售；建筑装饰材料销售；劳动保护用品销售；金属制品销售；广播电视传输设备销售；仪器仪表销售；教学用模型及教具销售；通讯设备销售；机械设备销售；广播影视设备销售；办公设备销售；电子专用设备销售；电气信号设备装置销售；办公设备耗材销售；计算器设备销售；网络设备销售；消防器材销售；人工智能硬件销售；针纺织品及原料销售；纸制品销售；塑料制品销售；颜料销售；包装专用设备销售；农副产品销售；箱包销售；模具销售；日用玻璃制品销售；电气设备销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；卫生陶瓷制品销售；建筑陶瓷制品销售；包装材料及制品销售；日用品销售；园艺产品销售；农林牧渔机械配件销售；游艺及娱乐用品销售；食品销售（仅销售预包装食品）；体育用品及器材批发；文具用品批发；厨具卫具及日用杂品批发；五金产品批发；计算机软硬件及辅助设备批发；服装服饰批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：住宅室内装饰装修；出版物零售；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"上海崇熙园林绿化有限公司","张稳","100万人民币","2017-09-13","2017-09-13 至 无固定期限","存续","上海市","-","闵行区","有限责任公司(自然人投资或控股)","公共设施管理业","91310116MA1J9WK18L","91310116MA1J9WK18L","310116003927940","0","上海市闵行区沪青平公路277号5楼","-","一般项目：园林绿化工程施工；农业园艺服务；广告制作；人工智能硬件销售；婚庆礼仪服务；科普宣传服务；工艺美术品及收藏品批发（象牙及其制品除外）；数字视频监控系统销售；照明器具销售；显示器件销售；文具用品零售；办公用品销售；体育用品及器材零售；电子产品销售；日用百货销售；建筑陶瓷制品销售；家具销售；礼品花卉销售；家具制造；农副产品销售；园艺产品销售；农林牧渔机械配件销售；信息安全设备销售；安防设备销售；橡胶制品销售；电气设备销售；纸制品销售；塑料制品销售；办公设备耗材销售；金属制品销售；计算器设备销售；计算机软硬件及辅助设备零售；电气信号设备装置销售；日用玻璃制品销售；卫生陶瓷制品销售；建筑材料销售；建筑装饰材料销售；消防器材销售；劳动保护用品销售；箱包销售；模具销售；服装服饰批发；针纺织品销售；针纺织品及原料销售；颜料销售；包装专用设备销售；包装材料及制品销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：建设工程设计；各类工程建设活动；住宅室内装饰装修。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"淮北迪美贸易有限公司","徐姗姗","200万人民币","2019-06-10","2019-06-10 至 无固定期限","存续","安徽省","淮北市","相山区","有限责任公司(自然人投资或控股)","批发业","91340603MA2TT1NK8Y","91340603MA2TT1NK8Y","340603000019500","0","安徽省淮北市相山区国购广场F座6B615","-","销售办公用品及耗材、纸、纸制品、印刷品、日用百货、五金交电、家用电器、针纺织品、办公自动化设备、计算机软硬件、汽车、电动车及配件、工矿配件、机械电子设备及配件、音响设备及配件、电气设备、通信设备、钢材、水泥、建筑材料、装潢材料、办公家具、仪器仪表、图书、教学仪器、体育设备、实验室设备、一类医疗器械、农副产品、橡胶制品、塑料制品、玻璃制品、陶瓷制品、广播设备、电视设备、电影设备、舞台演出设备、食品，农业科技开发，网络营销策划，计算机网络工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"淮北市相山区新贸科技中心","李淑玲","0.002万人民币","2017-12-18","2017-12-18 至 无固定期限","存续","安徽省","淮北市","相山区","个体工商户","零售业","92340603MA2RC1QX9M","92340603MA2RC1QX9M","340603600256130","-","淮北市相山区相南街道大华现代城23号大华电脑城1层08柜","-","销售办公设备、电脑及电脑配件、办公耗材、电脑耗材、监控设备、电子屏幕、灯具用品、文体用品、商超设备、软件、打印机、办公自动化设备及耗材、五金、建材、百货、家用电器、工艺美术品、劳保用品、建筑材料；LED屏幕制作，软件技术开发、咨询、转让及销售开发后的产品，电脑维修，承接室内外装饰工程，小型建筑装饰工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市鼎贺商贸有限公司","王嫒","50万人民币","2020-10-15","2020-10-15 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","批发业","91341602MA2WAQ8B6E","91341602MA2WAQ8B6E","341602000207373","0","安徽省亳州市谯城区华佗镇黄庄行政村后黄4号","-","家具、办公用品、体育器材、体育用品、电子产品、数码产品、监控设备、家用电器、计算机及辅助设备、服装鞋帽、玩具、工艺品（象牙及其制品除外、文物除外）、化妆品、五金产品、橡胶制品、卫生用品、日用百货、清洁用品、塑料制品、不锈钢制品、铝制品、建筑工程用机械（不含特种设备、不含农业机械设备）、消防器材、厨具卫具、劳保用品、室内装饰材料销售，食品销售，农副产品购销，农产品初加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市骏瀚商贸有限公司","许乾坤","500万人民币","2021-03-11","2021-03-11 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","批发业","91341602MA2WRYW97G","91341602MA2WRYW97G","341602000227657","0","安徽省亳州市谯城区光明西路金色名城小区22栋105号","-","从事电子科技领域内的技术研发、技术咨询、技术服务；计算机软硬件及辅助设备、电子产品、五金产品、家用电器、家居用品销售（仅限网络销售）；网络工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"滁州市仟秋文化传媒有限公司","陈晓兰","100万人民币","2022-05-31","2022-05-31 至 无固定期限","存续","安徽省","滁州市","南谯区","有限责任公司(自然人投资或控股)","文化艺术业","91341103MA8P3L366N","91341103MA8P3L366N","341103000115293","0","安徽省滁州市南谯区康乐路11号《高速东方天地》商业单元11室","-","一般项目：组织文化艺术交流活动；广告设计、代理；广告发布；广告制作；图文设计制作；平面设计；打字复印；文艺创作；文具用品零售；办公设备耗材销售；办公用品销售；计算机软硬件及辅助设备零售；计算机及通讯设备租赁；计算机及办公设备维修；咨询策划服务；体验式拓展活动及策划（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"亳州市翼秀文体用品销售有限公司","李超","100万人民币","2016-03-08","2016-03-08 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人投资或控股)","批发业","91341600MA2MTLDC7Y","91341600MA2MTLDC7Y","341600000152281","0","亳州市谯城区万福大市场9号33铺","-","一般项目：豆及薯类销售；家用电器销售；文具用品批发；体育用品及器材批发；乐器批发；游艺及娱乐用品销售；照相器材及望远镜批发；金属材料销售；橡胶制品销售；五金产品批发；电气设备销售；计算机软硬件及辅助设备批发；金属制品销售；办公设备销售；仪器仪表销售；消防器材销售；日用口罩（非医用）销售；消毒剂销售（不含危险化学品）；卫生用品和一次性使用医疗用品销售；特种劳动防护用品销售；劳动保护用品销售；家居用品销售；针纺织品销售；日用品销售；钟表销售；母婴用品销售；箱包销售；玩具、动漫及游艺用品销售；灯具销售；卫生洁具销售；乐器零配件销售；园艺产品销售；日用玻璃制品销售；金属结构销售；绘图、计算及测量仪器销售；复印和胶印设备销售；风机、风扇销售；地板销售；办公设备耗材销售；电子产品销售；智能家庭消费设备销售；照明器具销售；照相机及器材销售；音响设备销售；玩具销售；日用杂品销售；办公用品销售；茶具销售；日用化学产品销售；金属工具销售；室内卫生杀虫剂销售；谷物销售；农副产品销售；日用百货销售；医用口罩批发；安防设备销售；非食用植物油销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"蚌埠市实达丰商贸有限公司","许胜利","200万人民币","2018-06-11","2018-06-11 至 无固定期限","存续","安徽省","蚌埠市","固镇县","有限责任公司(自然人独资)","批发业","91340323MA2RRXG04C","91340323MA2RRXG04C","340323000053844","0","安徽省蚌埠市固镇县城关镇财政巷5-5","-","计算机及配件、计算机服务器及配件、网络设备、办公设备及耗材、文化办公用品、通讯设备、数码产品、家用电器、日用百货、服装、洗涤用品、化妆品、玩具、音响设备及器材、工艺品、五金交电、电子产品、仪表仪器、机电设备及配件、塑料制品、橡胶制品、金属制品、建筑材料、装饰材料、酒店设备、家具、灯具、图书报刊、印刷制品、音像制品、健身器材、酒、食品、计算机软件系统、视频会议系统销售；网络工程、监控工程、通讯工程安装与维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"淮北市梓晓商贸有限公司","王玲","100万人民币","2019-05-17","2019-05-17 至 无固定期限","存续","安徽省","淮北市","相山区","有限责任公司(自然人独资)","其他制造业","91340603MA2TQ6064W","91340603MA2TQ6064W","340603000017524","2","安徽省淮北市相山区东街道久兴市场西区683号","-","办公用品、文化用品、体育用品、教学设备、日用百货、针纺织品、洗涤用品、化妆品、服装服饰、家用电器、照明设备、运动器械、五金交电、电脑耗材、计算机软硬件、劳保用品、乐器、广告材料。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽百塔商贸有限公司","方刚","500万人民币","2019-01-21","2019-01-21 至 无固定期限","存续","安徽省","六安市","金安区","有限责任公司(自然人投资或控股)","批发业","91341502MA2TEHGP6A","91341502MA2TEHGP6A","341502000050059","0","安徽省六安市金安区木厂镇六杨小区606号","-","办公用品、文体用品、办公家具、针纺织品、服装、鞋帽、五金交电、电子通讯产品、塑料制品、通讯设备、计算机软（硬）件及辅助设备、消防器材、化工材料（除危险品）、厨卫用具、生活电器、乐器及设备、体育器材、预包装食品、礼品、仪器仪表、电子通信测量仪器、计量标准器具及量具、文艺用品、娱乐设备、图书、床上用品、橡胶、玻璃、陶瓷制品的销售；商务信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市驰利商贸有限公司","刘宁","100万人民币","2021-02-25","2021-02-25 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","批发业","91341602MA2WQ6XY6K","91341602MA2WQ6XY6K","341602000224997","0","安徽省亳州市谯城区建材街218号","-","食品销售，日用百货，办公用品、玩具、五金产品，通讯器材、服装、文具用品、家居用品、家用电器、消毒产品（不含危险化学品）、健身器材、体育用品、化妆品、卫生用品、宠物用品、珠宝首饰、陶瓷制品、皮革制品、塑料制品、针纺织品、教学专用仪器销售；图书零售；第一类、第二类、第三类医疗器械销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"芜湖南菁商贸有限公司","沈明圣","20万人民币","2018-10-22","2018-10-22 至 无固定期限","存续","安徽省","芜湖市","弋江区","有限责任公司(自然人投资或控股)","零售业","91340200MA2T5PYC7E","91340200MA2T5PYC7E","340200000413229","0","安徽省芜湖市弋江区中国芜湖商品交易博览城B03＃楼205（申报承诺）","-","一般项目：办公用品销售；办公设备销售；计算机软硬件及辅助设备零售；日用百货销售；针纺织品及原料销售；保温材料销售；金属材料销售；安防设备销售；五金产品零售；机械设备销售；电子产品销售；音响设备销售；建筑装饰材料销售；家用电器零配件销售；乐器零配件销售；电线、电缆经营；家居用品销售；灯具销售；卫生洁具销售；家具销售；家用电器销售；体育用品及器材零售；劳动保护用品销售；消防器材销售；厨具卫具及日用杂品批发；化妆品零售；教学专用仪器销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；皮革制品销售；玩具销售；服装服饰零售；鞋帽零售；鞋帽批发；钟表销售；皮革销售；化妆品批发；教学用模型及教具销售；五金产品批发；计算机软硬件及辅助设备批发；食品销售（仅销售预包装食品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"合肥准则商贸有限公司","解慧敏","100万人民币","2020-05-28","2020-05-28 至 无固定期限","存续","安徽省","合肥市","合肥新站高新技术产业开发区","有限责任公司(自然人投资或控股)","零售业","91340100MA2UU5H62L","91340100MA2UU5H62L","340173000301928","3","安徽省合肥市新站区淮海大道1188号京商商贸城K地块K-5-2幢B-办1207","-","办公、绘图、教学用品零售；计算机整机零售；计算机主机配件零售；计算机消耗材料零售；计算机、通信及零配件零售；机械设备零售；电视机零售；体育用品、器材零售；椅子零售；柜子零售；厨具卫具及日用杂品零售；纺织品及针织品零售；纺织、服装及日用品零售；纸张零售；画纸、画布、画板零售；卫生纸、纸巾零售；相纸零售；盐及调味品零售；清洁卫生设备、用具、用品零售；工艺品零售；水暖管道专门零件零售；摩托车及零配件零售；鞋帽零售；渔网、渔具、锦纶综丝加工、销售；清洁用品零售；日用品零售；服装零售；橡胶制品批发；电动、风动工具批发；电气设备批发；消防金属制品批发（含互联网批发）；通讯设备批发；广播设备配件和附件批发；电影设备批发；仪器仪表批发；家具家居用品批发；纺织专用设备批发；劳保用品销售；家用电器、净水设备及配件、厨房电器、厨柜、消毒柜、集成灶销售；预包装食品批发兼零售（含网上）；建筑材料、装饰材料（除危险品）、五金交电、电线电缆、机电设备销售；电瓶车及配件销售；照明产品销售；花卉作物批发（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"亳州市盛发商贸有限公司","桑传粉","200万人民币","2018-10-18","2018-10-18 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","批发业","91341600MA2T5DK58L","91341600MA2T5DK58L","341600000324437","0","安徽省亳州市谯城区城父镇塔楼行政村集东俊义路68-2号","-","体育用品、办公用品、日用百货、五金产品、电子产品、橡胶制品、工艺品、家居用品、建材、针织服装销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥晨意文具礼品有限公司","张年胜","50万人民币","2018-08-28","2018-08-28 至 2068-08-27","存续","安徽省","合肥市","庐江县","有限责任公司(自然人投资或控股)","其他制造业","91340124MA2T14XC1H","91340124MA2T14XC1H","340124000052587","0","安徽省合肥市庐江县庐城镇中心城30栋","-","文具、礼品、纸张、办公用品制造、加工、销售；计算机、电脑、复印机、电脑配件、玻璃制品、办公家具、日用品、五金交电、皮包、办公包、垃圾桶销售；环保科技领域内的研发（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
