"company_name","business_status","legal_representative","registered_capital","paid_in_capital","establishment_date","approval_date","business_term","province","city","district","phone","additional_phones","email","additional_emails","unified_social_credit_code","taxpayer_identification_number","business_registration_number","organization_code","insured_personnel_count","company_type","industry","former_name","registered_address","latest_annual_report_address","website","business_scope","match_status"
"深圳市华剑建设集团股份有限公司","开业","叶剑彪","100000000","100000000","21/11/1996 00:00:00","25/6/2019 00:00:00","-","广东省","深圳市","福田区","0755-26445984","020-38257118,15919862566,18007554120,15986646718,0517-83775676","182238801@qq.com","hj009@szhuajian.cn","91440300279290681K","91440300279290681K","440301102760268","27929068-1","0","其他股份有限公司(非上市)","建筑装饰、装修和其他建筑业","深圳市华剑建设集团有限公司","深圳市福田区梅林街道中康路卓越城一期4号楼","深圳市福田区梅林街道卓越城一期4号楼","www.szhuajian.cn","一般经营项目是：承接各类建筑的室内外装饰、建筑智能化工程的设计与施工，承接各类建筑项目的建筑工程施工总承包、市政公用工程施工总承包、机电工程施工总承包、建筑机电安装、消防设施、防水防腐保温、城市及道路照明、古建筑、钢结构、环保工程的施工，对外承包工程、 园林绿化工程、净化工程、实验室工程、展览工程 ,兴办实业（具体项目另行申报）；安防技术防范系统设计、施工、维修，承装、承修电力设施业务；国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。在合法取得使用权的土地上从事房地产开发经营；物业管理；房地产经纪；房地产信息咨询；自有物业租赁。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：手术室、急救室、诊疗室设备及器具、病房护理设备及器具、医用射线防护用品、装置、医用超声仪器及有关设备、临床检验分析仪器（三类）。","成功"
"安徽中江建投建筑有限公司","开业","刘超","20000000","0","20/4/2017 00:00:00","1/9/2023 00:00:00","-","安徽省","合肥市","长丰县","13865903929","0551-6667140,13365698032,0551-66665988,13356698032","13356698032@163.com","13365698032@163.com,287688264@qq.com,46518@qq.com","91340121MA2NJDP0XQ","91340121MA2NJDP0XQ","340121000113102","MA2NJDP0-X","17","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","安徽鼎宇建筑工程有限公司","安徽省合肥市长丰县朱巷镇镇北村北圩村民组富康路与杜沛路交口28号","长丰县朱巷镇镇北村北圩村民组富康路与杜沛路交口28号","-","房屋建筑工程、土石方工程、市政工程、园林绿化工程、桥梁隧道工程、道路工程、路基路面工程、幕墙、水利水电工程、消防工程、古建筑工程、室内外装饰装修工程施工；建材销售；土石方运输；房地产开发；河道治理、清淤；水电站建设。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省天勤市政工程有限公司","开业","孔文芳","12000000","600000","24/7/2017 00:00:00","28/3/2024 00:00:00","2017-07-24 至 2067-07-23","安徽省","合肥市","庐江县","0551-87252777","18956518977,15156547999","736262077@qq.com","2107719478@qq.com,37012708@qq.com","91340124MA2NU7DR8E","91340124MA2NU7DR8E","340124000033478","MA2NU7DR-8","8","有限责任公司(自然人投资或控股)","土木工程建筑业","-","安徽省合肥市庐江县泥河镇海神大道123号","周瑜大道678号","-","一般项目：市政设施管理；园林绿化工程施工；土石方工程施工；对外承包工程；金属门窗工程施工；建筑工程机械与设备租赁；建筑材料销售；建筑装饰材料销售；工程管理服务；五金产品批发；建筑砌块销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工；住宅室内装饰装修；施工专业作业；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","成功"
"安徽省（水利部淮河水利委员会）水利科学研究院（安徽省水利工程质量检测中心站）","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽中构建筑工程有限公司","开业","黄学林","26000000","26000000","26/6/2018 00:00:00","8/9/2023 00:00:00","-","安徽省","合肥市","肥西县","18324728220","0551-65325580,15605516955","980919693@qq.com","1732998418@qq.com","91340111MA2RU4A116","91340111MA2RU4A116","340111000182468","MA2RU4A1-1","19","其他有限责任公司","房屋建筑业","-","安徽省合肥市肥西县经济开发区繁华大道与文山路交口立恒工业广场D区D2-7","安徽省合肥市肥西县经济开发区繁华大道与文山路交口立恒工业广场D区D2-7","-","许可项目：房屋建筑和市政基础设施项目工程总承包；建设工程施工；建设工程设计；建筑劳务分包；文物保护工程施工；住宅室内装饰装修；施工专业作业；电气安装服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：对外承包工程；土石方工程施工；体育场地设施工程施工；园林绿化工程施工；金属门窗工程施工；工程管理服务；建筑工程机械与设备租赁；集装箱租赁服务；集装箱销售；建筑材料销售；建筑防水卷材产品销售；建筑装饰材料销售；木材销售；轻质建筑材料销售；金属材料销售；普通机械设备安装服务；机械设备销售；环境保护专用设备销售；机械电气设备销售；网络技术服务；大数据服务；智能水务系统开发；智能控制系统集成；人工智能通用应用系统；信息技术咨询服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"安徽思宇水利建设工程有限公司","开业","刘献平","16000000","16000000","9/11/2012 00:00:00","15/9/2023 00:00:00","2012-11-09 至 2032-11-07","安徽省","合肥市","蜀山区","15205690689","13966721851,18900547581,13956901351,0551-62859877,17895501851","1063342747@qq.com","154498176@qq.com,34107937@qq.com","91340100057029533C","91340100057029533C","340100000717506","05702953-3","12","有限责任公司(自然人投资或控股)","土木工程建筑业","-","安徽省合肥经济技术开发区汤口路2766号香馨创谷产业园22栋401东","合肥市经济开发区青龙潭路与汤口路交口","-","水利水电、市政公用、公路、建筑、电力、通信、机电、公路路面、公路路基、公路交通工程；公路养护；地基基础、起重设备安装、预拌混凝土、电子与智能化、消防设施、河湖整治、河道、土石方、桥梁、钢结构、建筑装修装饰、建筑幕墙、古建筑、城市及道路照明、环保、园林绿化、输变电工程；砂石销售；地质灾害防治工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽宏志建设集团有限公司;巢湖市规划设计研究院有限责任公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"迪尔集团有限公司","开业","侯立伟","300660000","155677050","12/5/1999 00:00:00","13/4/2023 00:00:00","1999-05-12 至 2059-05-11","山东省","济宁市","任城区","13863719632","15954718027,0537-2311652,0537-8298027,0537-2316941,0537-2312207","drjt@draz.com.cn","drjt@draz.co.cn,drgt@draz.com.cn","91370800706352702D","91370800706352702D","370000018026103","70635270-2","1510","有限责任公司","建筑安装业","山东迪尔安装集团有限公司","山东省济宁市凌云路66号","山东省济宁市凌云路66号","www.draz.com.cn","工程设计，工程总承包；锅炉安装和改造、压力管道安装、起重机械安装维修；许可范围内的电力设施承装（修、试）；资格证书批准范围内的对外承包工程业务；认可范围内的检测和校准；资质证书许可范围内的工程施工；设备与材料的销售；建筑工程机械与设备租赁；金属构件制造；房地产开发与销售；货物进出口业务；设备吊装，货物装卸搬运；普通道路运输；环保工程；向境外派遣各类劳务人员（不含港澳台地区）业务”。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"江苏河海工程建设监理有限公司","开业","王国亮","55800000","4880000","5/4/1996 00:00:00","1/7/2023 00:00:00","-","江苏省","南京市","鼓楼区","025-83786901","025-83786909,025-83717439,13866628702,15121089981,0552-2857969","hhjl83717439@163.com","648225044@qq.com,hhjl@mailsvr.hhu.edu.cn,343580611@qq.com","91320000134788278F","91320000134788278F","320000000008728","13478827-8","128","有限责任公司","专业技术服务业","-","南京市西康路１号河海大学院内","西康路1号河海大学院内","-","许可项目：建设工程监理；公路工程监理；水运工程监理；水利工程建设监理；建设工程设计；建设工程质量检测；建设工程勘察；水利工程质量检测；工程造价咨询业务；各类工程建设活动；单建式人防工程监理；人防工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
一般项目：发电技术服务；工程管理服务；招投标代理服务；水利相关咨询服务；信息技术咨询服务；专业设计服务；工程技术服务（规划管理、勘察、设计、监理除外）；水资源管理；环境应急治理服务；软件开发；工业工程设计服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）","成功"
"安徽省水利水电勘测设计研究总院股份有限公司;安徽省长江河道工程有限责任公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽省大禹水利工程科技有限公司","开业","陈政","14000000","14000000","24/5/2004 00:00:00","22/8/2022 00:00:00","-","安徽省","蚌埠市","龙子湖区","13810977155","0551-65326226,13500565309,13605662094,0551-68110066,18715022765","2899203.0@qq.com","28992030@qq.com,dy@ahwrri.org.cn","91340300762761850A","91340300762761850A","340300000017938","76276185-0","27","有限责任公司(国有控股)","专业技术服务业","安徽省大禹工程建设监理咨询有限公司","安徽省蚌埠市治淮路771号","高新区红枫路55号","www.ahzhsl.com","许可项目：水利工程建设监理；水运工程监理；建设工程监理；公路工程监理；天然水收集与分配；建设工程勘察；建设工程设计；测绘服务；电气安装服务；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：工程造价咨询业务；水利相关咨询服务；工程管理服务；招投标代理服务；采购代理服务；政府采购代理服务；水资源管理；水土流失防治服务；灌溉服务；规划设计管理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程技术服务（规划管理、勘察、设计、监理除外）；软件开发；非常规水源利用技术研发；人工智能应用软件开发；智能水务系统开发；地理遥感信息服务；人工智能基础软件开发；软件销售；信息系统运行维护服务；信息技术咨询服务；普通机械设备安装服务；信息系统集成服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"福建省百川建设发展有限公司","开业","韩海平","318000000","266000000","19/10/2010 00:00:00","26/9/2023 00:00:00","2010-10-19 至 2050-10-18","福建省","厦门市","湖里区","0592-5528385","0592-5980826,0580-3821269,13606079975,2001825,15975643904","fujianbaichuan@163.com","-","913502005628047051","913502005628047051","350200200063003","56280470-5","121","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","厦门市湖里区泗水道617号宝拓大厦1704室C单元","厦门市湖里区泗水道617号宝拓大厦1704室C单元","www.fjbaichuan.cn","许可项目：各类工程建设活动；房屋建筑和市政基础设施项目工程总承包；消防设施工程施工；建筑智能化工程施工；地质灾害治理工程施工；文物保护工程施工；施工专业作业；住宅室内装饰装修；公路管理与养护；工程造价咨询业务；建设工程设计；建筑智能化系统设计；地质灾害治理工程设计；文物保护工程设计；建设工程勘察；地质灾害治理工程勘查；文物保护工程勘察；公路工程监理；建设工程监理；水利工程建设监理；水运工程监理；文物保护工程监理；地质灾害治理工程监理；测绘服务；电力设施承装、承修、承试；建筑物拆除作业（爆破作业除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。一般项目：对外承包工程；土石方工程施工；园林绿化工程施工；体育场地设施工程施工；工程管理服务；城市绿化管理；市政设施管理；建筑工程机械与设备租赁；机械设备租赁；港口设施设备和机械租赁维修业务；基础地质勘查；地质勘查技术服务；工程和技术研究和试验发展；新材料技术研发；废旧沥青再生技术研发；建筑材料销售；专用化学产品销售（不含危险化学品）；石油制品销售（不含危险化学品）；工程塑料及合成树脂销售；合成材料销售；建筑装饰材料销售；防腐材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。","成功"
"滁州力天建筑工程有限公司","开业","谢娅","50000000","50000000","10/5/2011 00:00:00","20/6/2024 00:00:00","-","安徽省","滁州市","琅琊区","18019849862","0550-3831668,0550-3510016,0550-3831188,15385088120,15375500970","18909600651@163.com","12906609@qq.com,347378715@qq.com,531341938@qq.com,42229134@qq.com,42229134@QQ.COM,39415660@qq.com,czltjz@126.com,155398996@qq.com,51512860@qq.com","91341100574423010A","91341100574423010A","341100000064531","57442301-0","1","有限责任公司(自然人投资或控股)","房屋建筑业","-","安徽省滁州市琅琊区清流街道紫薇西村8栋201室（仅限办公及通讯联络）","安徽省滁州市南谯区阳明南路1676号（斯亚邻里中心）商务办公421室","-","市政公用工程；公路工程；桥梁工程；地基与基础工程；土石方工程；水利水电工程；环保工程；园林绿化工程；房屋建筑工程；古建筑工程；建筑防水工程；防腐保温工程；消防设施工程；建筑智能化工程；建筑装饰装潢工程；机电设备工程；金属门窗工程；城市及道路照明工程；通信工程；河湖整治工程；钢结构工程；管道工程；建筑幕墙工程；地质灾害治理；金属材料加工、销售；木材制品加工及销售；建筑材料加工、销售；沙、石料销售；模板脚手架工程设计、施工、养护；施工劳务；物业管理；花卉种植、销售；体育场地设施工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省达江建设工程有限公司","开业","熊伟","40000000","40000000","26/9/2013 00:00:00","16/9/2021 00:00:00","2013-09-26 至 2043-09-26","安徽省","合肥市","巢湖市","13721086745","13479965115,0551-62841630,15395095263","114955307@qq.com","204758206@qq.com,175798@qq.com,418206029@qq.com,495925827@qq.com,10203516@qq.com","91340100078731751X","91340100078731751X","340194000031721","07873175-1","13","有限责任公司(自然人投资或控股)","土木工程建筑业","-","安徽省合肥市巢湖市栏杆集镇居民委员会办公室1楼","安徽省合肥市巢湖市栏杆集镇居民委员会办公室1楼","-","水利水电、建筑工程、电力工程、机电工程、通信工程、矿山工程施工、市政公用工程、公路工程施工及养护、电子与智能化工程；消防设计与施工；防水防腐保温工程；建筑装修装饰、建筑幕墙设计与施工；地基基础、桥梁、隧道、钢结构、古建筑、城市及道路照明、河湖整治、港口与海岸、航道工程、环保工程；地质灾害危险性评估及治理设计与施工；拆除工程（不含爆破）；施工劳务承包（不含劳务派遣）；园林绿化、景观工程设计与施工；园林绿化养护；水利设施设计及施工；水利设施技术开发，生产、销售、设计、安装、调试；水利工程研究服务；水利设施及机电排灌设施工程服务；机械设备租赁、苗木种植及销售；保洁、垃圾外运、清扫道路服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽天晟建设工程有限公司;安徽建工路港建设集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽康越建设工程有限公司","开业","程强","10000000","0","8/7/2016 00:00:00","27/5/2024 00:00:00","-","安徽省","合肥市","蜀山区","13966711171","15375436586,0551-64239202,15212774822","641965808@qq.com","943487940@qq.com,384812374@qq.com,www.384812374@qq.com","91340100MA2MXE4A6C","91340100MA2MXE4A6C","340100001681241","MA2MXE4A-6","15","有限责任公司(自然人投资或控股)","土木工程建筑业","-","安徽省合肥市高新区柏堰科技园香樟大道16号科技实业园D16号楼3层","安徽省合肥市高新区柏堰科技园香樟大道16号科技实","-","许可项目：建设工程施工；房屋建筑和市政基础设施项目工程总承包；地质灾害治理工程施工；文物保护工程施工；输电、供电、受电电力设施的安装、维修和试验；电气安装服务；住宅室内装饰装修；施工专业作业；建筑劳务分包；建筑物拆除作业（爆破作业除外）；建设工程设计；文物保护工程设计；城市建筑垃圾处置（清运）；建筑智能化系统设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：园林绿化工程施工；体育场地设施工程施工；对外承包工程；普通机械设备安装服务；土石方工程施工；金属门窗工程施工；房屋拆迁服务；机械设备租赁；建筑工程机械与设备租赁；广告制作；工程管理服务；工程造价咨询业务；消防技术服务；交通及公共管理用金属标牌制造；市政设施管理；金属结构制造；安全技术防范系统设计施工服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"安徽金瑞安工程咨询有限公司","开业","王玉瑛","25100000","8800000","18/3/2005 00:00:00","15/12/2021 00:00:00","2005-03-18 至 2025-12-31","安徽省","合肥市","瑶海区","13637030603","0566-7028309,18315325385,13905587297,13865621901,18155707988","-","-","9134010077282347X9","9134010077282347X9","340100000321529","77282347-X","92","有限责任公司(自然人投资或控股)","居民服务业","-","安徽省合肥市瑶海区裕溪路247号弘皓大厦8楼","安徽省合肥市瑶海区裕溪路247号弘皓大厦8楼","www.ahjra.com","许可项目：工程造价咨询业务；建设工程监理；单建式人防工程监理；房屋建筑和市政基础设施项目工程总承包；住宅室内装饰装修；各类工程建设活动；建设工程设计；建筑劳务分包；施工专业作业（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：招投标代理服务；政府采购代理服务；采购代理服务；资产评估；工程管理服务；节能管理服务；非居住房地产租赁；工程技术服务（规划管理、勘察、设计、监理除外）；对外承包工程（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"中竞发工程管理咨询有限公司","开业","杨剑涛","100000000","100000000","8/4/2004 00:00:00","5/1/2024 00:00:00","2004-04-08 至 2034-04-07","北京市","市辖区","海淀区","0591-86397667","022-24210161,020-83064490,0311-67267788,88660636,0755-83632439","395252165@qq.com","zjf@zjfpmc.com,zjfecc@126.com,852283615@qq.com","91110108761439157C","91110108761439157C","110108006833575","76143915-7","253","其他有限责任公司","专业技术服务业","中竞发(北京)工程造价咨询有限公司","北京市海淀区西四环中路16号院2号楼3层301","北京市海淀区西四环中路16号院2号楼4层","www.zjfpmc.com","建筑工程招标代理；工程造价咨询；建设工程项目管理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","成功"
"安徽奥迅电梯有限公司","开业","曹海云","10200000","0","19/6/2015 00:00:00","13/11/2023 00:00:00","-","安徽省","合肥市","蜀山区","15555055768","18956099577,13905501988,13855070982,0551-63630818","17953325@qq.com","764433205@qq.com,997511295@qq.com","913401003439692199","913401003439692199","340100001286329","34396921-9","25","有限责任公司(自然人投资或控股)","批发业","-","安徽省合肥市政务区金寨路4680号金潜商业广场办1806","合肥市政务区金寨路4680号金潜商业广场办1806","-","电扶梯销售、安装、改造及售后服务；电扶梯配件的销售；立体停车库销售、安装、改造及售后服务；立体停车库配件的销售；钢结构电梯井道、钢结构平台工程、安装；空调销售、安装及售后服务；建筑智能化工程；安防工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽创升建设工程有限公司","开业","张伟","41260000","0","20/11/2007 00:00:00","19/6/2024 00:00:00","2007-11-20 至 2037-12-31","安徽省","合肥市","蜀山区","13866661200","13909679860,18119638989,0551-62671187,0551-55164678,13909693779","115373780@qq.com","11537378@qq.com","91340100669451903A","91340100669451903A","340100000032928","66945190-3","34","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","合肥市丰升园拆除工程有限公司","安徽省合肥市蜀山区稻香村街道合作化南路28号合安大厦1301室","安徽省合肥市蜀山区潜山路与望江路交口华地金融中心B座2003-2004","-","许可项目：建设工程施工；建筑物拆除作业（爆破作业除外）；文物保护工程施工；建筑劳务分包；建设工程勘察；住宅室内装饰装修；舞台工程施工；路基路面养护作业；施工专业作业；建设工程设计；文物保护工程设计；电气安装服务；建筑智能化系统设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：对外承包工程；金属门窗工程施工；土石方工程施工；园林绿化工程施工；体育场地设施工程施工；室内木门窗安装服务；安全技术防范系统设计施工服务；市政设施管理；工程管理服务；物业管理；企业管理咨询；信息技术咨询服务；建筑物清洁服务；专业设计服务；工业工程设计服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；劳务服务（不含劳务派遣）；机械设备租赁；办公设备销售；照明器具销售；教学用模型及教具销售；金属结构销售；门窗销售；安防设备销售；电线、电缆经营；防腐材料销售；消防器材销售；保温材料销售；五金产品批发；金属制品销售；建筑工程用机械销售；建筑装饰材料销售；建筑材料销售；地板销售；电气设备销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"浡江生态建设集团有限公司","开业","李凤茹","108000000","20000000","26/10/2009 00:00:00","18/3/2021 00:00:00","-","安徽省","滁州市","南谯区","0550-3121777","13965967777,17321207707,13013003107,13806113316,13635500555","263789529@qq.com","bojiangjianshe@163.com,20731475@qq.com,xuj8inye@163.com,wywg05@163.com","913411036957298337","913411036957298337","341100000049173","69572983-3","31","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","安徽恒天园林经济发展有限公司","安徽省滁州市珠龙镇珠龙街道","安徽省滁州市南谯区南谯中路1848号5楼","www.bjjsgs.cn","园林景观规划设计及施工；园林绿化工程施工及养护；市政道路设计及施工；古建筑工程；建筑工程总承包；水利水电工程施工总承包；公路工程施工总承包；公路路面工程；公路路基工程；公路交通工程；建筑装修装饰工程；环保工程；生态修复、环境治理、旅游开发；苗木、花卉、草坪、盆景种植及销售、假山、喷泉制作；施工劳务分包。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省紫城建筑安装工程有限公司","开业","吴云","41000000","12600000","3/12/2012 00:00:00","21/10/2020 00:00:00","-","安徽省","淮南市","寿县","0564-42226888","0564-4226888,13355641892,18712359310,13605649958,13605549958","2814353133@qq.com","897540580@qq.com,445981656@qq.com,1048586636@qq.com","913415210584756074","913415210584756074","341521000032153","05847560-7","22","有限责任公司(自然人独资)","房屋建筑业","-","安徽省淮南市寿县寿春镇寿春路瑶海综合大市场19号楼322、323、324、325号商铺","安徽省淮南市寿县寿春镇瑶海综合大市场19号楼","-","房屋建筑工程、市政公用工程、土石方工程、水利水电工程、公路工程、园林绿化工程、钢结构工程、古建筑工程、环保工程、城市照明设备安装工程、防水工程、防腐保温工程施工，建筑装饰工程设计、施工，土地整理服务，施工劳务，建材、钢材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"凤台县水利建筑安装工程有限公司","开业","王成","39000000","9140000","14/6/1990 00:00:00","9/6/2022 00:00:00","-","安徽省","淮南市","凤台县","0554-8625602","0554-8998233,13955499823,20164221,13905542717,0554-8998237","943926867@qq.com","396062565@qq.com","91340421485396487L","91340421485396487L","340421000006643","48539648-7","81","有限责任公司(国有独资)","建筑装饰、装修和其他建筑业","凤台县水利建筑安装工程公司","安徽省淮南市凤台县刘集镇前进村凤颖路南侧水利大厦3楼","凤台县凤颍路水利局大楼","www.ftxsjgs.com","许可项目：建设工程施工；地质灾害治理工程施工；施工专业作业；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）般项目：园林绿化工程施工；体育场地设施工程施工；普通机械设备安装服务；土石方工程施工；金属门窗工程施工；工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；租赁服务（不含许可类租赁服务）；污水处理及其再生利用；水污染治理；水环境污染防治服务；市政设施管理；水利相关咨询服务；土壤污染治理与修复服务；自然生态系统保护管理；环境应急治理服务；环境卫生公共设施安装服务；通用设备修理；农业生产托管服务；水土流失防治服务；森林经营和管护；林业有害生物防治服务；人工造林；森林改培；森林公园管理；智能农业管理；林业机械服务；农业机械服务；农业园艺服务；灌溉服务；固体废物治理；建筑物清洁服务；建筑材料销售；轻质建筑材料销售；建筑砌块销售；工程和技术研究和试验发展；新材料技术研发；建筑废弃物再生技术研发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）。","成功"
"合肥城建道路桥梁工程有限责任公司","开业","郭建军","100000000","100000000","25/9/1996 00:00:00","14/3/2018 00:00:00","-","安徽省","合肥市","肥东县","0551-5851546","0551-5526116,0551-65851546,010-63348973","54459814@qq.com","-","913401001490686871","913401001490686871","340100000250511","14906868-7","38","有限责任公司(自然人投资或控股)","房屋建筑业","-","合肥市肥东县元疃镇元疃大街25号","合肥市肥东县元疃镇元疃大街25号","-","给排水工程施工、地基及基础工程、土石方工程、房屋建筑工程、水利水电工程、园林绿化工程、公路工程、城市及道路照明工程施工；道路桥梁、市政设施施工；污水处理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"合肥国源展览展示有限公司","开业","张玉霞","20000000","20000000","20/8/2003 00:00:00","17/12/2019 00:00:00","-","安徽省","合肥市","肥西县","0551-67735207","0555-2756730,7450000,0551-68401032,13965106330,0551-3660666","198507088@qq.com","2958483558@qq.com","91340100752978749J","91340100752978749J","340100000179043","75297874-9","131","有限责任公司(自然人投资或控股)","商务服务业","合肥国源广告装饰有限公司","安徽省合肥市肥西县经济开发区玉兰大道与程长庚路交口东500米国源文化产业园","安徽省合肥市肥西县经济开发区玉兰大道与程成庚路交口东500米国源文化产业园","www.guoyuanzhanlan.top","展览展示策划、设计与服务；展馆、展厅设计、施工、运营与布展服务；会议、活动的策划、组织与服务；数字科技、多媒体科技领域内的技术开发与技术服务（除培训）；建筑工程；建筑装饰装修工程；建筑智能化工程；古建筑工程；市政公用工程；园林绿化工程；消防工程；网络工程；城市亮化工程；城市雕塑及艺术品设计与施工；安全技术防范系统、导览导视系统的设计与安装；旅游文化项目、主题公园策划、设计与开发；展具、模型、科普展品研发与制作；机电设备安装；计算机软件开发；计算机系统集成；灯光音响设备设计与安装；发布国内广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"淮北兴业建设工程项目管理有限公司","开业","卞学义","6600000","6600000","29/7/2009 00:00:00","26/4/2023 00:00:00","2009-07-29 至 2059-07-29","安徽省","淮北市","相山区","13605612517","13965853251,15705610218,18156139600","364981877@qq.com","1924054781@qq.com,591283914@qq.com,18156139600@qq.com,wuyunbao2@sina.com","91340600692812746K","91340600692812746K","340600000045373","69281274-6","47","有限责任公司(自然人投资或控股)","专业技术服务业","淮北市兴业工程建设监理咨询有限公司","安徽省淮北市相山区相山路西亚太广场1幢2162号","淮北市相山区路西亚太广场1幢2162","www.hbxyjs.cn","许可项目：建设工程监理；水利工程建设监理；水运工程监理；公路工程监理；地质灾害治理工程监理；建设工程施工；建筑劳务分包；测绘服务；建设工程质量检测；水利工程质量检测（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：设备监理服务；园林绿化工程施工；土石方工程施工；工程造价咨询业务；工程管理服务；水利相关咨询服务；水土流失防治服务；防洪除涝设施管理；环保咨询服务；环境保护监测（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"涡阳县水利工程处","开业","于兴华","56200000","0","1/6/1990 00:00:00","26/9/2023 00:00:00","-","安徽省","亳州市","涡阳县","0556-4186020","0558-7210061,15956796001,13965776413,0558-7214506","85923708@qq.com","yuxinghua97@163.com,13965776413@qq.com.cn,125924303@qq.com,907880661@qq.com","91341621485947429B","91341621485947429B","341621000010960","48594742-9","39","全民所有制","土木工程建筑业","-","涡阳县交通路与九龙大道辅路交叉口东南260米","涡阳县火车站北200米","-","许可项目：建设工程施工；建设工程监理；建设工程设计；建设工程质量检测；施工专业作业；河道疏浚施工专业作业（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；土地整治服务；机械设备租赁；普通机械设备安装服务；安全技术防范系统设计施工服务；电气设备销售；电气设备修理；建筑材料销售；金属结构制造；金属结构销售；防洪除涝设施管理；水污染治理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
